,post_id,text,tokens
117,14249946,"Code examples would help. But from your question it sounds like you've hardcoded a path to a config file somewhere when you probably wanted to pass it in instead.

Change the function you are testing to take a parameter defining the config file and then in your test code pass a different path in than you use in the non test code. It's bad practice for your code to have a different path when testing vs production.
","['Code', 'examples', 'would', 'help.', 'But', 'from', 'your', 'question', 'it', 'sounds', 'like', ""you've"", 'hardcoded', 'a', 'path', 'to', 'a', 'config', 'file', 'somewhere', 'when', 'you', 'probably', 'wanted', 'to', 'pass', 'it', 'in', 'instead.', 'Change', 'the', 'function', 'you', 'are', 'testing', 'to', 'take', 'a', 'parameter', 'defining', 'the', 'config', 'file', 'and', 'then', 'in', 'your', 'test', 'code', 'pass', 'a', 'different', 'path', 'in', 'than', 'you', 'use', 'in', 'the', 'non', 'test', 'code.', ""It's"", 'bad', 'practice', 'for', 'your', 'code', 'to', 'have', 'a', 'different', 'path', 'when', 'testing', 'vs', 'production.']"
118,14256760,"

Then you can use that tag to select which files will be included in a standard build of your package, and which will be used for testing.

If you put your standard configuration in a file of its own, then adding a line to the top like the following will ensure that it is not used for testing:

// +build !testing


You can then include the testing configuration in one of the *_test.go files, or in some other file that requires that the testing tag be set.
","['One', 'possibility', 'would', 'be', 'to', 'use', 'build', 'constraints.', 'If', 'you', 'run', 'go', 'test', 'as:', 'go', 'test', '-', 'tags', 'testing', 'pkgname', 'Then', 'you', 'can', 'use', 'that', 'tag', 'to', 'select', 'which', 'files', 'will', 'be', 'included', 'in', 'a', 'standard', 'build', 'of', 'your', 'package,', 'and', 'which', 'will', 'be', 'used', 'for', 'testing.', 'If', 'you', 'put', 'your', 'standard', 'configuration', 'in', 'a', 'file', 'of', 'its', 'own,', 'then', 'adding', 'a', 'line', 'to', 'the', 'top', 'like', 'the', 'following', 'will', 'ensure', 'that', 'it', 'is', 'not', 'used', 'for', 'testing:', '//', '+build', '!testing', 'You', 'can', 'then', 'include', 'the', 'testing', 'configuration', 'in', 'one', 'of', 'the', '*_test.go', 'files,', 'or', 'in', 'some', 'other', 'file', 'that', 'requires', 'that', 'the', 'testing', 'tag', 'be', 'set.']"
119,14322756,"You can't do this directly with the users API but see this question for alternative options:


  Instead of using the UserService API to logout, you can manually remove the AppEngine specific cookies that are set. Check out this blog post that discusses how to so (written in Python, but you should be able to modify it for Java). This should effectively log the user out from your own app but not from other Google services (though I haven't tested this myself).
  
  The more robust approach would be to create your own User class and manage your own session cookies, while wrapping the UserService API. The downside of this approach is the extra work that is required to set it up, compared to the very easy to use UserService API. However, the advantage of maintaining your own Users is that you will be able to use other methods of authentication besides for Google (e.g. now you will be able to use a Facebook login as well, or even a native login if you choose to set that up).

","['You', ""can't"", 'do', 'this', 'directly', 'with', 'the', 'users', 'API', 'but', 'see', 'this', 'question', 'for', 'alternative', 'options:', 'Instead', 'of', 'using', 'the', 'UserService', 'API', 'to', 'logout,', 'you', 'can', 'manually', 'remove', 'the', 'AppEngine', 'specific', 'cookies', 'that', 'are', 'set.', 'Check', 'out', 'this', 'blog', 'post', 'that', 'discusses', 'how', 'to', 'so', '(written', 'in', 'Python,', 'but', 'you', 'should', 'be', 'able', 'to', 'modify', 'it', 'for', 'Java).', 'This', 'should', 'effectively', 'log', 'the', 'user', 'out', 'from', 'your', 'own', 'app', 'but', 'not', 'from', 'other', 'Google', 'services', '(though', 'I', ""haven't"", 'tested', 'this', 'myself).', 'The', 'more', 'robust', 'approach', 'would', 'be', 'to', 'create', 'your', 'own', 'User', 'class', 'and', 'manage', 'your', 'own', 'session', 'cookies,', 'while', 'wrapping', 'the', 'UserService', 'API.', 'The', 'downside', 'of', 'this', 'approach', 'is', 'the', 'extra', 'work', 'that', 'is', 'required', 'to', 'set', 'it', 'up,', 'compared', 'to', 'the', 'very', 'easy', 'to', 'use', 'UserService', 'API.', 'However,', 'the', 'advantage', 'of', 'maintaining', 'your', 'own', 'Users', 'is', 'that', 'you', 'will', 'be', 'able', 'to', 'use', 'other', 'methods', 'of', 'authentication', 'besides', 'for', 'Google', '(e.g.', 'now', 'you', 'will', 'be', 'able', 'to', 'use', 'a', 'Facebook', 'login', 'as', 'well,', 'or', 'even', 'a', 'native', 'login', 'if', 'you', 'choose', 'to', 'set', 'that', 'up).']"
120,14427910,"
","['According', 'to', 'this', 'article:', 'package', 'main', 'import', '(', '""fmt""', '""time""', ')', 'func', 'main', '()', '{', 'value', ':=', '""Thu, 05/19/11, 10:47PM""', '//', 'Writing', 'down', 'the', 'way', 'the', 'standard', 'time', 'would', 'look', 'like', 'formatted', 'our', 'way', 'layout', ':=', '""Mon, 01/02/06, 03:04PM""', 't', ',', '_', ':=', 'time.Parse(layout, value)', 'fmt.Println(t)', '}', '//', '=>', '""Thu', 'May', '19', '22:47:00', '+0000', '2011""']"
121,14427956,"

http://play.golang.org/p/YAeAJ3CNqO

You can read more about making custom format strings in this post.
","['You', 'need', 'time.Parse()', 'and', 'a', 'format', 'string', 'that', 'matches', 'your', 'supplied', 'date', 'string.', ""Here's"", 'an', 'example', 'using', 'your', 'date', 'format.', 'package', 'main', 'import', '(', '""fmt""', '""time""', ')', 'func', 'main', '()', '{', 's', ':=', '""12-25-2012""', 'for', 'mat_string', ':=', '""01-02-2006""', 't', ',', 'err', ':=', 'time.Parse(format_string, s)', 'if', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', 'fmt.Printf(""%v\\n"", t)', '}', 'http://play.golang.org/p/YAeAJ3CNqO', 'You', 'can', 'read', 'more', 'about', 'making', 'custom', 'format', 'strings', 'in', 'this', 'post.']"
122,14440697,"

But the import paths would be the same as in the previous case.
","['I', 'believe', 'you', 'should', 'read,', 'or', 're-read', 'How', 'to', 'Write', 'Go', 'code', 'In', 'short:', 'Set', 'you', 'GOPATH', 'to', 'somewhere', 'and', 'export', 'it', 'for', 'good.', 'Then', 'put', 'some', 'package', 'blah', 'into', 'directory', '$', 'GOPATH/src/foo/bar/baz/blah', '(', '1', ')', 'or', '$', 'GOPATH/src/blah', '(', '2', ')', 'or', '$', 'GOPATH/src/qux/blah', '(', '3', ')', 'etc', '.', 'Import', 'blah', 'into', 'other', 'packages', 'as', 'import', '""foo/bar/baz/blah""', '// (1)', 'or', 'import', '""blah""', '// (2)', 'or', 'import', '""qux/blah""', '// (3)', 'The', 'package', 'in', 'that', 'directory', 'will', 'contain', 'the', 'package', 'files.', 'Say', 'you', 'have', 'only', 'one,', 'blah.go.', 'Then', 'its', 'location', 'would', 'be', '$', 'GOPATH/src/foo/bar/baz/blah/blah.go //', '(', '1', ')', '$', 'GOPATH/src/blah/blah.go //', '(', '2', ')', '$', 'GOPATH/src/qux/blah/blah.go //', '(', '3', ')', 'If', 'the', 'blah', 'package', 'source', 'file', 'is', 'named,', 'say', 'proj.go', 'instead,', 'then', '$', 'GOPATH/src/foo/bar/baz/blah/proj.go //', '(', '1', ')', '$', 'GOPATH/src/blah/proj.go //', '(', '2', ')', '$', 'GOPATH/src/qux/blah/proj.go //', '(', '3', ')', 'But', 'the', 'import', 'paths', 'would', 'be', 'the', 'same', 'as', 'in', 'the', 'previous', 'case.']"
123,14440906,"Ok, this seems to solve it:

export GOPATH=`pwd`


Apparently, it needs to be an absolute path. I still find the error message very confusing, though.
","['But', 'the', 'import', 'paths', 'would', 'be', 'the', 'same', 'as', 'in', 'the', 'previous', 'case.']"
124,14480383,"to get the Number of Columns (and also the names) just use the Columns() Function

http://golang.org/pkg/database/sql/#Rows.Columns

and as csv can only be a strings, just use a []byte type as dest type for Scanner.
according to docu:


  If an argument has type *[]byte, Scan saves in that argument a copy of
  the corresponding data. The copy is owned by the caller and can be
  modified and held indefinitely.


the data will not be transformed into its real type.
and from this []byte you can then convert it to string.

if your are sure your tables only use base types (string, []byte, nil, int(s), float(s), bool) you can directly pass string as dest

but if you use other types like arrays, enums, or so on, then the data cant be transformed to string. but this also depends how the driver handles this types. (some months ago as example, the postgres driver was not able to handle arrays, so he returned always []byte where i needed to transform it by my own) 
","['to', 'get', 'the', 'Number', 'of', 'Columns', '(and', 'also', 'the', 'names)', 'just', 'use', 'the', 'Columns()', 'Function', 'http://golang.org/pkg/database/sql/#Rows.Columns', 'and', 'as', 'csv', 'can', 'only', 'be', 'a', 'strings,', 'just', 'use', 'a', '[]byte', 'type', 'as', 'dest', 'type', 'for', 'Scanner.', 'according', 'to', 'docu:', 'If', 'an', 'argument', 'has', 'type', '*[]byte,', 'Scan', 'saves', 'in', 'that', 'argument', 'a', 'copy', 'of', 'the', 'corresponding', 'data.', 'The', 'copy', 'is', 'owned', 'by', 'the', 'caller', 'and', 'can', 'be', 'modified', 'and', 'held', 'indefinitely.', 'the', 'data', 'will', 'not', 'be', 'transformed', 'into', 'its', 'real', 'type.', 'and', 'from', 'this', '[]byte', 'you', 'can', 'then', 'convert', 'it', 'to', 'string.', 'if', 'your', 'are', 'sure', 'your', 'tables', 'only', 'use', 'base', 'types', '(string,', '[]byte,', 'nil,', 'int(s),', 'float(s),', 'bool)', 'you', 'can', 'directly', 'pass', 'string', 'as', 'dest', 'but', 'if', 'you', 'use', 'other', 'types', 'like', 'arrays,', 'enums,', 'or', 'so', 'on,', 'then', 'the', 'data', 'cant', 'be', 'transformed', 'to', 'string.', 'but', 'this', 'also', 'depends', 'how', 'the', 'driver', 'handles', 'this', 'types.', '(some', 'months', 'ago', 'as', 'example,', 'the', 'postgres', 'driver', 'was', 'not', 'able', 'to', 'handle', 'arrays,', 'so', 'he', 'returned', 'always', '[]byte', 'where', 'i', 'needed', 'to', 'transform', 'it', 'by', 'my', 'own)']"
125,14500756,"
","['In', 'order', 'to', 'directly', 'Scan', 'the', 'values', 'into', 'a', '[]string,', 'you', 'must', 'create', 'an', '[]interface{}', 'slice', 'pointing', 'to', 'each', 'string', 'in', 'your', 'string', 'slice.', 'Here', 'you', 'have', 'a', 'working', 'example', 'for', 'MySQL', '(just', 'change', 'the', 'sql.Open-command', 'to', 'match', 'your', 'settings):', 'package', 'main', 'import', '(', '""fmt""', '_', '""github.com/go-sql-driver/mysql""', '""database/sql""', ')', 'func', 'main', '()', '{', 'db', ',', 'err', ':=', 'sql.Open(""mysql"", ""user:pass@tcp(localhost:3306)/test?charset=utf8"")', 'defer', 'db.Close()', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(""Failed to connect"", err)', 'return', '}', 'rows', ',', 'err', ':=', ""db.Query(`SELECT 'one' col1, 'two' col2, 3 col3, NULL col4`)"", 'if', 'err', '!=', 'nil', '{', 'fmt.Println(""Failed to run query"", err)', 'return', '}', 'cols', ',', 'err', ':=', 'rows.Columns()', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(""Failed to get columns"", err)', 'return', '}', '//', 'Result', 'is', 'your', 'slice', 'string.', 'rawResult', ':=', 'make', '([][]', 'byte', ',', 'len', '(', 'cols', '))', 'result', ':=', 'make', '([]', 'string', ',', 'len', '(', 'cols', '))', 'dest', ':=', 'make', '([]', 'interface', '{},', 'len', '(', 'cols', '))', '// A temporary interface{} slice', 'for', 'i', ',', '_', ':=', 'range', 'rawResult', '{', 'dest', '[', 'i', ']', '=', '&', 'rawResult', '[', 'i', ']', '// Put pointers to each string in the interface slice', '}', 'for', 'rows.Next()', '{', 'err', '=', 'rows.Scan(dest...)', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(""Failed to scan row"", err)', 'return', '}', 'for', 'i', ',', 'raw', ':=', 'range', 'rawResult', '{', 'if', 'raw', '==', 'nil', '{', 'result', '[', 'i', ']', '=', '""\\\\N""', '}', 'else', '{', 'result', '[', 'i', ']', '=', 'string', '(', 'raw', ')', '}', '}', 'fmt.Printf(""%#v\\n"", result)', '}', '}']"
126,14715693,"

What did you think?
","['What', 'about', 'these', 'solution,', 'these', 'way', 'you', 'dont', 'need', 'a', 'query,', 'neither', 'an', 'iterator', 'is', 'more', 'direct', 'way', 'of', 'solving', 'the', 'problem.', 'var', 'article', 'Article', 'k', ':=', 'datastore.NewKey(c, ""Article"", """", usrr.User, nil)', 'q', ':=', 'datastore.Get(c,k,&article)', 'What', 'did', 'you', 'think?']"
127,14777001,"

If a specified field isn't present in a given doc, the other matching fields will still be included.

Build up the projection parameter object programmatically if you want it to be dynamic.
","['Yes,', ""that's"", 'the', 'purpose', 'of', 'the', 'projection', 'parameter', 'of', 'find:', 'db', '.', 'collection', '.', 'find', '({', '_id', ':', '1234', '},', '{', ""'parentfield1.childfield1'"", ':', '1', ',', ""'parentfield1.childfield2'"", ':', '1', ',', ""'parentfield1.childfield3'"", ':', '1', '});', 'If', 'a', 'specified', 'field', ""isn't"", 'present', 'in', 'a', 'given', 'doc,', 'the', 'other', 'matching', 'fields', 'will', 'still', 'be', 'included.', 'Build', 'up', 'the', 'projection', 'parameter', 'object', 'programmatically', 'if', 'you', 'want', 'it', 'to', 'be', 'dynamic.']"
128,15078106,"Running the gccgo-generated binary under Valgrind seems to indicate that gccgo has an inefficient memory allocator. This may be one of the reasons why gccgo 4.7.2 is slower than go 1.0.2. It is impossible to run a binary generated by go 1.0.2 under Valgrind, so it is hard to confirm for a fact whether memory allocation is gccgo's primary performance problem in this case.
","['If', 'a', 'specified', 'field', ""isn't"", 'present', 'in', 'a', 'given', 'doc,', 'the', 'other', 'matching', 'fields', 'will', 'still', 'be', 'included.', 'Build', 'up', 'the', 'projection', 'parameter', 'object', 'programmatically', 'if', 'you', 'want', 'it', 'to', 'be', 'dynamic.']"
129,15103151,"
","['Effectively,', 'you', 'are', 'running:', 'package', 'main', 'import', '(', '""fmt""', '""time""', ')', 'func', 'main', '()', '{', 'return', 'CurrentTime', ':=', 'func', '()', 'string', '{', 'return', 'time.Now().String()', '}', 'c', ':=', 'make', '(', 'chan', 'string', ',', '2', ')', 'asyncReturnCurrentTime', ':=', 'func', '(', 'c', 'chan', 'string', ')', '{', 'time.Sleep(2001 * time.Millisecond)', 'c', '<-', 'return', 'CurrentTime', '()', '}', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'fmt.Println(<-c)', 'fmt.Println(<-c)', 'fmt.Println(<-c)', 'fmt.Println()', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'fmt.Println(<-c)', 'fmt.Println(<-c)', 'fmt.Println(<-c)', 'fmt.Println()', '}', 'Output:', '2013', '-', '02', '-', '26', '21', ':', '28', ':', '22', '.', '06', '9581655', '-', '05', '0', '0', 'EST', '2013', '-', '02', '-', '26', '21', ':', '28', ':', '22', '.', '06', '9688722', '-', '05', '0', '0', 'EST', '2013', '-', '02', '-', '26', '21', ':', '28', ':', '22', '.', '06', '9695217', '-', '05', '0', '0', 'EST', '2013', '-', '02', '-', '26', '21', ':', '28', ':', '24', '.', '07', '0', '985411', '-', '05', '0', '0', 'EST', '2013', '-', '02', '-', '26', '21', ':', '28', ':', '24', '.', '07', '0', '999309', '-', '05', '0', '0', 'EST', '2013', '-', '02', '-', '26', '21', ':', '28', ':', '24', '.', '071', '0', '02661', '-', '05', '0', '0', 'EST', 'Send', 'statements', 'Both', 'the', 'channel', 'and', 'the', 'value', 'expression', 'are', 'evaluated', 'before', 'communication', 'begins.', 'Communication', 'blocks', 'until', 'the', 'send', 'can', 'proceed.', 'The', 'returnCurrentTime()', 'expression', '(the', 'timestamp)', 'is', 'evaluated', 'immediately,', 'before', 'an', 'attempt', 'is', 'made', 'to', 'send.', ""It's"", 'not', 'a', 'timestamp', 'for', 'the', 'send.', 'The', 'send', 'may', 'happen', 'later', 'if', 'the', 'buffer', 'is', 'full.', 'Also,', 'measuring', 'actual', 'send', 'and', 'receive', 'times,', 'the', 'buffering', 'delay', 'for', 'chan', 'c', 'is', 'going', 'to', 'be', 'inconsequential:', 'send,', 'send,', 'block,', 'receive,', 'unblock,', 'send.', 'For', 'example,', 'c', '<-;', '2013', '-', '02', '-', '26', '23', ':', '29', ':', '34', '.', '505456624', '-', '05', '0', '0', 'EST', 'c', '<-;', '2013', '-', '02', '-', '26', '23', ':', '29', ':', '34', '.', '505467030', '-', '05', '0', '0', 'EST', '<-', 'c', ';', '2013', '-', '02', '-', '26', '23', ':', '29', ':', '34', '.', '505468497', '-', '05', '0', '0', 'EST', 'c', '<-;', '2013', '-', '02', '-', '26', '23', ':', '29', ':', '34', '.', '505518015', '-', '05', '0', '0', 'EST', 'c', '<-;', '2013', '-', '02', '-', '26', '23', ':', '31', ':', '36', '.', '506659943', '-', '05', '0', '0', 'EST', 'c', '<-;', '2013', '-', '02', '-', '26', '23', ':', '31', ':', '36', '.', '506664832', '-', '05', '0', '0', 'EST', '<-', 'c', ';', '2013', '-', '02', '-', '26', '23', ':', '31', ':', '36', '.', '506669302', '-', '05', '0', '0', 'EST', 'c', '<-;', '2013', '-', '02', '-', '26', '23', ':', '31', ':', '36', '.', '506696540', '-', '05', '0', '0', 'EST']"
130,15297139,"
","['if', 'you', 'call', 'parseMultipartForm', '(', '0', ')', 'this', 'will', 'write', 'the', 'entire', 'file', 'to', 'disk', 'instead', 'of', 'storing', 'anything', 'in', 'memory,', 'followed', 'by', 'f', ',', '_', ':=', 'FormFile', '(', '""file""', ')', 'then', 'you', 'can', 'stat', 'the', 'file', 'with', 'fi', ',', '_', ':=', 'f', '.(*', 'os', '.', 'File', ').', 'Stat', '()']"
131,15302979,"Depending on what you want to do with the data, the best thing to do may be to read the file into a byte slice with ioutil.ReadAll. (You might want the data as a byte slice eventually, anyway.) Once you've done that, you an find the length with len.
","['Depending', 'on', 'what', 'you', 'want', 'to', 'do', 'with', 'the', 'data,', 'the', 'best', 'thing', 'to', 'do', 'may', 'be', 'to', 'read', 'the', 'file', 'into', 'a', 'byte', 'slice', 'with', 'ioutil.ReadAll.', '(You', 'might', 'want', 'the', 'data', 'as', 'a', 'byte', 'slice', 'eventually,', 'anyway.)', 'Once', ""you've"", 'done', 'that,', 'you', 'an', 'find', 'the', 'length', 'with', 'len.']"
132,15311116,"

The first line finds the file's current offset. The second seeks to the end of the file and returns where it is in relation to the beginning of the file. This is the size of the file. The third seeks to the offset we were at before trying to find the size.

You can read more about the seek method here.
","['You', 'can', 'exploit', 'the', 'fact', 'that', 'multipart.File', 'implements', 'io.Seeker', 'to', 'find', 'its', 'size.', 'cur', ',', 'err', ':=', 'file.Seek(0, 1)', 'size', ',', 'err', ':=', 'file.Seek(0, 2)', '_', ',', 'err', ':=', 'file.Seek(cur, 0)', 'The', 'first', 'line', 'finds', 'the', ""file's"", 'current', 'offset.', 'The', 'second', 'seeks', 'to', 'the', 'end', 'of', 'the', 'file', 'and', 'returns', 'where', 'it', 'is', 'in', 'relation', 'to', 'the', 'beginning', 'of', 'the', 'file.', 'This', 'is', 'the', 'size', 'of', 'the', 'file.', 'The', 'third', 'seeks', 'to', 'the', 'offset', 'we', 'were', 'at', 'before', 'trying', 'to', 'find', 'the', 'size.', 'You', 'can', 'read', 'more', 'about', 'the', 'seek', 'method', 'here.']"
133,15452023,"

err is nil because all the exported fields, in this case there are none, were marshalled correctly.

Working example: http://play.golang.org/p/0Q8TIvZwuj

Check out the docs http://godoc.org/encoding/json/#Marshal
","['You', 'have', 'to', 'make', 'the', 'fields', 'that', 'you', 'want', 'to', 'marshal', 'public.', 'Like', 'this:', 'type', 'Address', 'struct', '{', 'Street', 'string', 'Extended', 'string', 'City', 'string', 'State', 'string', 'Zip', 'string', '}', 'err', 'is', 'nil', 'because', 'all', 'the', 'exported', 'fields,', 'in', 'this', 'case', 'there', 'are', 'none,', 'were', 'marshalled', 'correctly.', 'Working', 'example:', 'http://play.golang.org/p/0Q8TIvZwuj', 'Check', 'out', 'the', 'docs', 'http://godoc.org/encoding/json/#Marshal']"
134,15620256,"

Still 26 sec on my machine, I'd like to see a faster solution.

BTW: you need to do the random fileds, but that is left as an exercise to the reader :)
","['This', 'is', 'a', 'naive', 'approach', '(1GB):', 'package', 'main', 'import', '(', '""fmt""', '""log""', '""os""', ')', 'func', 'main', '()', '{', 'myfile', ',', 'err', ':=', 'os.OpenFile(""myfile"", os.O_WRONLY|os.O_CREATE, 0644)', 'if', 'err', '!=', 'nil', '{', 'log.Fatal(err)', '}', 'defer', 'myfile.Close()', 'var', 'pos', 'int', 'var', 'line', 'string', '//', 'sample:', 'login:jbill:2013/3/25,', '1', 'line', '=', 'fmt.Sprintf(""%s:%s:%s, %d\\n"", ""login"", ""jbill"", ""2013/3/25"", 1)', 'for', 'pos', '<', '1024', '*', '1024', '*', '1024', '{', 'bytes', ',', 'err', ':=', 'myfile.Write([]byte(line))', 'if', 'err', '!=', 'nil', '{', 'log.Fatal(err)', '}', 'pos', '=', 'pos', '+', 'bytes', '}', '}', 'which', 'takes', 'forever', '(1:16),', 'because', 'the', 'output', 'is', 'not', 'buffered.', 'By', 'adding', 'bufio', 'you', 'can', 'decrease', 'the', 'time', 'dramatically', 'package', 'main', 'import', '(', '""bufio""', '""fmt""', '""log""', '""os""', ')', 'func', 'main', '()', '{', 'myfile', ',', 'err', ':=', 'os.OpenFile(""myfile"", os.O_WRONLY|os.O_CREATE, 0644)', 'if', 'err', '!=', 'nil', '{', 'log.Fatal(err)', '}', 'defer', 'myfile.Close()', 'mybufferedfile', ':=', 'bufio.NewWriter(myfile)', 'var', 'pos', 'int', 'var', 'line', 'string', '//', 'sample:', 'login:jbill:2013/3/25,', '1', 'line', '=', 'fmt.Sprintf(""%s:%s:%s, %d\\n"", ""login"", ""jbill"", ""2013/3/25"", 1)', 'for', 'pos', '<', '1024', '*', '1024', '*', '1024', '{', 'bytes', ',', 'err', ':=', 'mybufferedfile.WriteString(line)', 'if', 'err', '!=', 'nil', '{', 'log.Fatal(err)', '}', 'pos', '=', 'pos', '+', 'bytes', '}', 'err', '=', 'mybufferedfile.Flush()', 'if', 'err', '!=', 'nil', '{', 'log.Fatal(err)', '}', '}', 'Still', '26', 'sec', 'on', 'my', 'machine,', ""I'd"", 'like', 'to', 'see', 'a', 'faster', 'solution.', 'BTW:', 'you', 'need', 'to', 'do', 'the', 'random', 'fileds,', 'but', 'that', 'is', 'left', 'as', 'an', 'exercise', 'to', 'the', 'reader', ':)']"
135,15622206,"
","['For', 'example,', 'package', 'main', 'import', '(', '""bufio""', '""fmt""', '""math/rand""', '""os""', '""strconv""', '""time""', ')', 'func', 'main', '()', '{', 'fileSize', ':=', 'int64', '(', '10', 'e9', ')', '// 10GB', 'f', ',', 'err', ':=', 'os.Create(""/tmp/largefile"")', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(err)', 'return', '}', 'w', ':=', 'bufio.NewWriter(f)', 'prefixes', ':=', '[]', 'string', '{', '""login""', ',', '""logout""', ',', '""register""', '}', 'names', ':=', '[]', 'string', '{', '""jbill""', ',', '""dkennedy""', '}', 'timeStart', ':=', 'time.Date(2012, 1, 1, 0, 0, 0, 0, time.UTC)', 'timeDur', ':=', 'timeStart.AddDate(1, 0, 0).Sub(timeStart)', 'rand.Seed(time.Now().UnixNano())', 'size', ':=', 'int64', '(', '0', ')', 'for', 'size', '<', 'fileSize', '{', '//', 'prefix:username:timestamp,', 'number', '//', 'login:jbill:2012/3/25,', '1', 'prefix', ':=', 'prefixes', '[', 'int', '(', 'rand.Int31n(int32(len(prefixes))))', ']', 'name', ':=', 'names', '[', 'int', '(', 'rand.Int31n(int32(len(names))))', ']', 'time', ':=', 'timeStart.Add(time.Duration(rand.Int63n(int64(timeDur)))).Format(""2006/1/2"")', 'number', ':=', 'strconv.Itoa(int(rand.Int31n(100) + 1))', 'line', ':=', 'prefix', '+', '"":""', '+', 'name', '+', '"":""', '+', 'time', '+', '"", ""', '+', 'number', '+', '""\\n""', 'n', ',', 'err', ':=', 'w.WriteString(line)', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(n, err)', 'return', '}', 'size', '+=', 'int64', '(', 'len', '(', 'line', '))', '}', 'err', '=', 'w.Flush()', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(err)', 'return', '}', 'err', '=', 'f.Close()', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(err)', 'return', '}', 'fmt.Println(""Size:"", size)', '}', 'Output:', 'register', ':', 'jbill', ':', '2012/8/24,', '15', 'login', ':', 'jbill', ':', '2012/10/7,', '98', 'register', ':', 'dkennedy', ':', '2012/8/29,', '70', 'register', ':', 'jbill', ':', '2012/6/1,', '89', 'register', ':', 'jbill', ':', '2012/5/24,', '63', 'login', ':', 'dkennedy', ':', '2012/3/29,', '48', 'logout', ':', 'jbill', ':', '2012/7/8,', '93', 'logout', ':', 'dkennedy', ':', '2012/1/12,', '74', 'login', ':', 'jbill', ':', '2012/4/12,', '14', 'login', ':', 'jbill', ':', '2012/2/5,', '83']"
136,15643592,"In C++, the simplest solution would be to us an
std::ostringstream to put the data in a string, and then an
std::istringstream to reread it.  Although deprecated,
strstream will allow you to avoid the dynamic allocations and
the copies (assuming you know the maximum size of the data
before hand).  Or you can easily write your own streambuf to
do it.  Or if you don't need formatting, of course, you can just
push the data into an std::vector.

IIRC, Java also has memory based streams (based on Byte[],
I think).
",[]
137,15643594,"If using java : commons vfs supports a RAM file system type
","['If', 'using', 'java', ':', 'commons', 'vfs', 'supports', 'a', 'RAM', 'file', 'system', 'type']"
138,15643625,".Net has a MemoryStream class that you could use (System.IO):
http://msdn.microsoft.com/en-us/library/system.io.memorystream.aspx
","['.Net', 'has', 'a', 'MemoryStream', 'class', 'that', 'you', 'could', 'use', '(System.IO):', 'http://msdn.microsoft.com/en-us/library/system.io.memorystream.aspx']"
139,15745351,"I published a Go snippet over at Github of a function to render a number (float64 or int) according to user-specified thousand separator, decimal separator and decimal precision.

https://gist.github.com/gorhill/5285193


Usage: s := RenderFloat(format, n)

The format parameter tells how to render the number n.

Examples of format strings, given n = 12345.6789:

""#,###.##"" => ""12,345.67""
""#,###."" => ""12,345""
""#,###"" => ""12345,678""
""#\u202F###,##"" => ""12 345,67""
""#.###,###### => 12.345,678900
"""" (aka default format) => 12,345.67

","['I', 'published', 'a', 'Go', 'snippet', 'over', 'at', 'Github', 'of', 'a', 'function', 'to', 'render', 'a', 'number', '(float64', 'or', 'int)', 'according', 'to', 'user-specified', 'thousand', 'separator,', 'decimal', 'separator', 'and', 'decimal', 'precision.', 'https://gist.github.com/gorhill/5285193', 'Usage:', 's', ':=', 'RenderFloat(format,', 'n)', 'The', 'format', 'parameter', 'tells', 'how', 'to', 'render', 'the', 'number', 'n.', 'Examples', 'of', 'format', 'strings,', 'given', 'n', '=', '12345.6789:', '""#,###.##""', '=>', '""12,345.67""', '""#,###.""', '=>', '""12,345""', '""#,###""', '=>', '""12345,678""', '""#\\u202F###,##""', '=>', '""12', '345,67""', '""#.###,######', '=>', '12.345,678900', '""""', '(aka', 'default', 'format)', '=>', '12,345.67']"
140,15802707,"integer to ASCII. It comes from the C language/UNIX. See this thread for more: Where did the name `atoi` come from?

In the C language, there is no concept such as strings, you have arrays of characters that are null terminated.

Thanks to @mvp!
","['integer', 'to', 'ASCII.', 'It', 'comes', 'from', 'the', 'C', 'language/UNIX.', 'See', 'this', 'thread', 'for', 'more:', 'Where', 'did', 'the', 'name', '`atoi`', 'come', 'from?', 'In', 'the', 'C', 'language,', 'there', 'is', 'no', 'concept', 'such', 'as', 'strings,', 'you', 'have', 'arrays', 'of', 'characters', 'that', 'are', 'null', 'terminated.', 'Thanks', 'to', '@mvp!']"
141,15835001,"
","['Try', 'this:', 'fileHandler', ':=', 'http.StripPrefix(""/static/"", http.FileServer(http.Dir(""/absolute/path/static"")))', 'http.Handle(""/static/"", fileHandler)']"
