,text,token
72,"func (f *fakeFetcher) Fetch(url string) (string, []string, error) {","['func', '(', 'f', '*', 'fakeFetcher', ')', 'Fetch', '(', 'url', 'string', ')', '(', 'string', ',', '[]', 'string', ',', 'error', ')', '{']"
73,"    if res, ok := (*f)[url]; ok {","['if', 'res', ',', 'ok', ':=', '(*', 'f', ')[', 'url', '];', 'ok', '{']"
74,"        return res.body, res.urls, nil","['return', 'res', '.', 'body', ',', 'res', '.', 'urls', ',', 'nil']"
75,    },['}']
76,"    return """", nil, fmt.Errorf(""not found: %s"", url)","['return', '"""", nil, fmt.Errorf(""not found: %s""', ',', 'url', ')']"
77,},['}']
78,// fetcher is a populated fakeFetcher.,"['//', 'fetcher', 'is', 'a', 'populated', 'fakeFetcher.']"
79,var fetcher = &fakeFetcher{,"['var', 'fetcher', '=', '&', 'fakeFetcher', '{']"
80,"    ""http://golang.org/"": &fakeResult{","['""http://golang.org/""', ':', '&', 'fakeResult', '{']"
81,"        ""The Go Programming Language"",","['""The Go Programming Language""', ',']"
82,        []string{,"['[]', 'string', '{']"
83,"            ""http://golang.org/pkg/"",","['""http://golang.org/pkg/""', ',']"
84,"            ""http://golang.org/cmd/"",","['""http://golang.org/cmd/""', ',']"
85,"        },","['},']"
86,"    },","['},']"
87,"    ""http://golang.org/pkg/"": &fakeResult{","['""http://golang.org/pkg/""', ':', '&', 'fakeResult', '{']"
88,"        ""Packages"",","['""Packages""', ',']"
89,        []string{,"['[]', 'string', '{']"
90,"            ""http://golang.org/"",","['""http://golang.org/""', ',']"
91,"            ""http://golang.org/cmd/"",","['""http://golang.org/cmd/""', ',']"
92,"            ""http://golang.org/pkg/fmt/"",","['""http://golang.org/pkg/fmt/""', ',']"
93,"            ""http://golang.org/pkg/os/"",","['""http://golang.org/pkg/os/""', ',']"
94,"        },","['},']"
95,"    },","['},']"
96,"    ""http://golang.org/pkg/fmt/"": &fakeResult{","['""http://golang.org/pkg/fmt/""', ':', '&', 'fakeResult', '{']"
97,"        ""Package fmt"",","['""Package fmt""', ',']"
98,        []string{,"['[]', 'string', '{']"
99,"            ""http://golang.org/"",","['""http://golang.org/""', ',']"
100,"            ""http://golang.org/pkg/"",","['""http://golang.org/pkg/""', ',']"
101,"        },","['},']"
102,"    },","['},']"
103,"    ""http://golang.org/pkg/os/"": &fakeResult{","['""http://golang.org/pkg/os/""', ':', '&', 'fakeResult', '{']"
104,"        ""Package os"",","['""Package os""', ',']"
105,        []string{,"['[]', 'string', '{']"
106,"            ""http://golang.org/"",","['""http://golang.org/""', ',']"
107,"            ""http://golang.org/pkg/"",","['""http://golang.org/pkg/""', ',']"
108,"        },","['},']"
109,"    },","['},']"
110,},['}']
