,PostId,Title,Body,AnswerCount,AcceptedAnswerId
18,7846846,Google App Engine Go SDK update problems with template,"I`ve just updated my GAE Go SDK to the newest release. I ran the gofix
on my code, but there were still some errors. The code used to look:

   AnkietaTemp = template.New(nil)
   err := AnkietaTemp.ParseFile(""ankieta/ankieta.html"")


but now passing nil doesn't seem to work, so I replaced it into:

   AnkietaTemp = template.New("""")
   _, err := AnkietaTemp.ParseFile(""ankieta/ankieta.html"")


Tried running my app, but in HTML source I get:

 <img src=""images/{.section One}{@}{.end}""
alt=""images/{.section One}{@}{.end}"" width=""100%""/>


Instead of a neat reference to an image file.

What is the proper way to parse the template files now, after the
update?
",1,7847142.0
19,7987154,How to create a socket using WSASocket function in go programming language?,"Does anyone know how to create a SOCKET as returned by WSASocket() function in go programming language?

Using a normal syscall.Socket type syscall.Bind results in:
WSAENOTSOCK - Error 10038 - An operation was attempted on something that is not a socket. The specified socket parameter refers to a file, not a socket.

Thanks
",1,
20,8037783,Resource usage of google Go vs Python and Java on Appengine,"Will google Go use less resources than Python and Java on Appengine? Are the instance startup times for go faster than Java's and Python's startup times? 

Is the go program uploaded as binaries or source code and if it is uploaded as source code is it then compiled once or at each instance startup?

In other words: Will I benefit from using Go in app engine from a cost perspective? (only taking to account the cost of the appengine resources not development time)
",5,
21,8340751,WebP encoder/decoder in go,"Is there somewhere a complete WebP encoder and decoder compatible with current weekly (or forkable)?

Is it comparable in speed to the standard png one ?
",4,31143133.0
22,8868077,can't fetch the go language repository on Debian,"I follow the installation guide at http://golang.org/doc/install.html, 
at first everything goes well, but problem comes at the ""fetch the repository"" step,

the guide says ""$ hg clone -u release https://go.googlecode.com/hg/ go""
I follow the command but system always say that's wrong
so I read the help and modified it into 
""$ hg clone -U release ..repo url... go""
(I don't see a lowercase u option but there's a U instead which means noupdate)
but still goes wrong
so I modified it again 
""$ hg clone -U r60 ..repo url... go""
(I think release actually means go release number?)
ok, now that works finally 
but, when it's over
cd to the go directory,hey,why all the files are hidden?!
and different with the url directory, for ex there's no such a src directory

so what am I doing wrong, and sorry for my english is not good
thank you for your help



for as a new user I can't attach a image and can't have more than two links in one post, see the picture link below at the reply to Evan Shaw

and in the guide page they say that I need to install python-setuptools python-dev and build-essential, because in ubuntu/debian users' distribution's package repository, the  will ""most likely be old and broken"", what that mean? Am I suppose to install the tool manually(but not a easy_install)?



for a new user I can't answer myself,I think jnml points out the best matched answer

I thought this question is answerd,
the problem is that repository in Ubuntu/Debian for  is tool old,
if you just easy_install  (apt-get install ) 
you got version 1.0.1 , that's not match for the command gave on the go installation guide,
so a simple way to work it out is(thanks jnml for pointing this out):


hg clone
cd go
hg update release


that's done.

but I still wonder how can I get the latest version of  be installed on my Debian,but that's another question, 

Thanks a lot to all of you who reply to me, thank you for your help!
",1,8868451.0
23,9704895,Golang Regular Expressions - what am I doing incorrectly?,"As a personal project, trying to learn Go(lang) by applying it to something, I am writing an EMCAScript/JavaScript ""compiler""; all it will (initially) do is allow you to include other .js files.

Functionality aside, I am pulling my hair out trying to figure out the regexp package. Here is the snippet that does not seem to be doing what I want it to:

// Note: ""lines"" is an array of strings.

var includeRegex, _ = regexp.Compile(""^[ \t]*include[(]{1}\""([^\""]+)\""[)]{1};"")
for _, line := range lines {
   var isInclude = includeRegex.Match([]byte(line))
   if isInclude {
      var includeFile = includeRegex.FindString(line)
      fmt.Println(""INCLUDE"", includeFile)
   } else {
      // ...
   }


I have already stumbled across Go's subset of regular expressions, hence why the regex does not read as ^\s*include\(""([^""]+)""\);. I have already tested both the preferred, and the Go-style regex, in RegexPal, and both definitely work.  The match just never seems to occurr; what am I doing wrong?

For what it's worth, the include() statement I am trying to parse looks like so:

include(""somefile.js"");


EDIT: For what it's worth, I am keeping the code here.
",2,9706515.0
24,9748196,Reading bytes into structs using reflection,"I'm trying to write functions that will allow me to marshal/unmarshal simple structs into byte arrays. I've succeeded in writing Marshal, with help from the kind folks at #go-nuts, but I'm running into trouble writing Unmarshal.

// Unmarshal unpacks the binary data and stores it in the packet using
// reflection.
func Unmarshal(b []byte, t reflect.Type) (pkt interface{}, err error) {
    buf := bytes.NewBuffer(b)
    p := reflect.New(t)
    v := reflect.ValueOf(p)
    for i := 0; i < t.NumField(); i++ {
        f := v.Field(i)
        switch f.Kind() {
        case reflect.String:
            // length of string
            var l int16
            var e error
            e = binary.Read(buf, binary.BigEndian, &l)
            if e != nil {
                err = e
                return
            }

            // read length-of-string bytes from the buffer
            raw := make([]byte, l)
            _, e = buf.Read(raw)
            if e != nil {
                err = e
                return
            }

            // convert the bytes to a string
            f.SetString(bytes.NewBuffer(raw).String())
        default:
            e := binary.Read(buf, binary.BigEndian, f.Addr())
            if e != nil {
                err = e
                return
            }
        }
    }

    pkt = p
    return
}


The problem with the code above is that the call to f.Addr() near the end is apparently trying to get the address of an unaddressable value.

If there is an alternative solution, I would appreciate that as well. Either way, any help would be much appreciated.

Thanks!
",3,9748995.0
25,9862443,"Golang, is there a better way read a file of integers into an array?","I need to read a file of integers into an array.  I have it working with this:

package main

import (
    ""fmt""
    ""io""
    ""os""
)

func readFile(filePath string) (numbers []int) {
    fd, err := os.Open(filePath)
    if err != nil {
        panic(fmt.Sprintf(""open %s: %v"", filePath, err))
    }
    var line int
    for {

        _, err := fmt.Fscanf(fd, ""%d\n"", &line)

        if err != nil {
            fmt.Println(err)
            if err == io.EOF {
                return
            }
            panic(fmt.Sprintf(""Scan Failed %s: %v"", filePath, err))

        }
        numbers = append(numbers, line)
    }
    return
}

func main() {
    numbers := readFile(""numbers.txt"")
    fmt.Println(len(numbers))
}


The file numbers.txt is just:

1
2
3
...


ReadFile() seems too long (maybe because of the error handing).

Is there a shorter / more Go idiomatic way to load a file?
",3,
26,10022110,How to eliminate this type of recursion?,"This is a bit more intricate than a simple left-recursion or tail-call recursion. So I'm wondering how I can eliminate this kind of recursion. I'm already keeping my own stack as you can see below, so the function needs to no params or return values. However, it's still calling itself up (or down) to a certain level and I want to turn this into a loop, but been scratching my head over this for some time now.

Here's the simplified test case, replacing all ""real logic"" with printf(""dostuff at level #n"") messages. This is in Go but the problem is applicable to most languages. Use of loops and goto's would be perfectly acceptable (but I played with this and it gets convoluted, out-of-hand and seemingly unworkable to begin with); however, additional helper functions should be avoided. I guess I should to turn this into some kind of simple state machine, but... which?  ;)

As for the practicality, this is to run at about 20 million times per second (stack depth can range from 1 through 25 max later on). This is a case where maintaining my own stack is bound to be more stable / faster than the function call stack. (There are no other function calls in this function, only calculations.) Also, no garbage generated = no garbage collected.

So here goes:

func testRecursion () {
    var root *TMyTreeNode = makeSomeDeepTreeStructure()
    // rl: current recursion level
    // ml: max recursion level
    var rl, ml = 0, root.MaxDepth
    // node: ""the stack""
    var node = make([]*TMyTreeNode, ml + 1)

    // the recursive and the non-recursive / iterative test functions:
    var walkNodeRec, walkNodeIt func ();

    walkNodeIt = func () {
        log.Panicf(""YOUR ITERATIVE / NON-RECURSIVE IDEAS HERE"")
    }

    walkNodeRec = func () {
        log.Printf(""ENTER LEVEL %v"", rl)
        if (node[rl].Level == ml) || (node[rl].ChildNodes == nil) {
            log.Printf(""EXIT LEVEL %v"", rl)
            return
        }
        log.Printf(""PRE-STUFF LEVEL %v"", rl)
        for i := 0; i < 3; i++ {
            switch i {
            case 0:
                log.Printf(""PRECASE %v.%v"", rl, i)
                node[rl + 1] = node[rl].ChildNodes[rl + i]; rl++; walkNodeRec(); rl--
                log.Printf(""POSTCASE %v.%v"", rl,  i)
            case 1:
                log.Printf(""PRECASE %v.%v"", rl, i)
                node[rl + 1] = node[rl].ChildNodes[rl + i]; rl++; walkNodeRec(); rl--
                log.Printf(""POSTCASE %v.%v"", rl,  i)
            case 2:
                log.Printf(""PRECASE %v.%v"", rl, i)
                node[rl + 1] = node[rl].ChildNodes[rl + i]; rl++; walkNodeRec(); rl--
                log.Printf(""POSTCASE %v.%v"", rl,  i)
            }
        }
    }

    // test recursion for reference:
    if true {
        rl, node[0] = 0, root
        log.Printf(""\n\n=========>RECURSIVE ML=%v:"", ml)
        walkNodeRec()
    }

    // test non-recursion, output should be identical
    if true {
        rl, node[0] = 0, root
        log.Printf(""\n\n=========>ITERATIVE ML=%v:"", ml)
        walkNodeIt()
    }


}

UPDATE -- after some discussion here, and further thinking:

I just made up the following pseudo-code which in theory should do what I need:

curLevel = 0
for {
    cn = nextsibling(curLevel, coords)
    lastnode[curlevel] = cn
    if cn < 8 {
        if isleaf {
            process()
        } else {
            curLevel++
        }
    } else if curLevel == 0 {
        break
    } else {
        curLevel--
    }
}


Of course the tricky part will be filling out nextsibling() for my custom use-case. But just as a general solution to eliminating inner recursion while maintaining the depth-first traversal order I need, this rough outline should do so in some form or another.
",1,
27,10045481,Is there something like go-eldoc-mode for Emacs?,"eldoc-mode show you the parameters of the function you are calling when you write in Emacs Lisp.  Does anything like this exist for Google Go in Emacs?
",2,
28,10136478,"Go webserver how is the performance stability, in terms of long run stability compared to Tomcat, Apache?","I have been thinking instead of using:


Tomcat
Apache 
Lightweight webserver
PHP
Ruby
JSP


Why not switch my projects to Go language. Because there i have:


webserver built in 
i do not even need to depend on PHP, Ruby, JSP 
Go solves cross-platform such as: runs on FreeBSD, Linux, Solaris (Windows, Mac, Android, Tizen)
nor Apache nor Tomcat nor other webserver maintainence
speed of browser would be extreamly faster then other web server scripting languages.


But one thing i am worried about, which is the stablity of Go webserver compared to other webservers.

Has anyone done this before or am i alone building such projects for production releases?
",3,10138446.0
29,10152478,How to make a long connection with http.Client?,"I try to connect a http server as long connection, like below:

func main() {
    request, err := http.NewRequest(""GET"", ""http://long.connection.org:8080/"", nil)
    request.SetBasicAuth(""xxx"", ""oooo"")

    http_client := &http.Client{}
    response, _ := http_client.Do(request)

    var buf []byte
    for {
        _, err := response.Body.Read(buf)
        if err == io.EOF { break }
        fmt.Printf(""%s"", string(buf))
    }
}


But read from response.Body always empty. And seems I can't use response.Body to send data to server.

Any one can help?
",1,
30,10185942,golang output templates,"how to display the contents of the template?

package main

import (
    ""fmt""
    ""html/template""
    ""os""

)

func main() {
    t := template.New(""another"")
    t,e:=t.ParseFiles(""test.html"")
    if(e!=nil){
            fmt.Println(e);
    }
    t.Execute(os.Stdout, nil)

}


Why does not?
test.html exists
",1,10187062.0
31,10529365,Use Google Go's Goroutines To Create A Bayes Network,"I have a large dataset of philosophic arguments, each of which connect to other arguments as proof or disproof of a given statement. A root statement can have many proofs and disproofs, each of which may also have proofs and disproofs.  Statements can also be used in multiple graphs, and graphs can be analyzed under a ""given context"" or assumption.

I need to construct a bayesian network of related arguments, so that each node propagates influence fairly and accurately to it's connected arguments; I need to be able to calculate the probability of chains of connected nodes concurrently, with each node requiring datastore lookups that must block to get results; the process is mostly I/O bound, and my datastore connection can run asynchronously in java, go and python {google appengine}.  Once each lookup completes, it propagates the effects to all other connected nodes until the probability delta drops below a threshold of irrelevance {currently 0.1%}.  Each node of the process must calculate chains of connections, then sum up all the results across all queries to adjust validity results, with results chained outward to any connected arguments.

In order to avoid recurring infinitely, I was thinking of using an A*-like process in goroutines to propagate updates to the argument maps, with a heuristic based on compounding influence which ignores nodes once probability of influence dips below, say 0.1% .  I'd tried to set up the calculations with SQL triggers, but it got complex and messy way too fast. Then I moved to google appengine to take advantage of asynchronous nosql, and it was better, but still too slow.  I need to be run the updates fast enough to get a snappy UI, so when a user creates or votes for or against a proof or disproof, they can see the results reflected in UI immediately.

I think Go is the language of choice to support the concurrency I need, but I'm open to suggestions.  The client is a monolithic javascript app that just uses XHR and websockets to push and pull argument maps {and their updates} in real time.  I have a java prototype that can compute large chains in 10~15s, but monitoring of performance shows that most of my runtime is wasted in synchronization and overhead from ConcurrentHashMap.

If there are other highly-concurrent languages worth trying out, please let me know. I know java, python, go, ruby and scala, but will learn any language if it suits my needs. 

Similarly, if there are open source implementations of huge Bayesian networks, please leave a suggestion.
",1,10534905.0
32,10716433,Go HTTP handler - handling more than two form actions,"I have a webapp where I have code like:

func handler (w res, r req) {
  if req.Method == POST {
    // create html form 2 with a submit button2
    return ;
  }
  // create html form 1 with a submit button1
  return
} 

func main() {
  handle(""/"", handler)
}


Now, the root / is registered with the handler func. In the first request (GET), I create a form and send it to the user. If the user submits this form, I handle it under the ""POST"" method. Now, I create a different form in the post method handler, and now I want a way to do some operations based on what the user typed in this form2, when [s]he submits form2.

What is the standard way with go to handle the form2 form submission ? I have done some asp programming earlier and we use form action to submit to a different asp file. How can I do some actions based on parsing the form2 submission request ? 
",1,10757939.0
33,10828187,Marshal arbitrary XML attributes in an element in Go?,"I need to marshal in extra attributes on an element at runtime. I've tried this:

type Meh struct {
    XMLName xml.Name
    Attrs []xml.Attr
}

Meh{
    Attrs: []xml.Attr{
        xml.Attr{xml.Name{Local: ""hi""}, ""there""},
    },  
}


But the fields are treated as new elements:

there


If I add the tag xml:"",attr"" to the Attr field, it expects a []byte or string specifying the contents of a single attribute.

How do I specify attributes at runtime? How do I annotate the type to provide field(s) for this?
",1,
34,10869843,How to assert with a debug message in Go tests?,"I want to do this:

test.FailNow(""My Message"")


but test.T.FailNow doesn't take a message. I am currently doing:

log.Println(""Expected exception but got none"")
test.FailNow()


Is there a better way? 
",2,10869872.0
35,10990174,"How is declaring a new struct instance with ""var"" different from using ""new"" in Go?","The following code creates a usable instance of the struct, Car. How is this different than using new(Car)?

Example:

type Car struct {
  make string
}

func Main() {
  var car Car; // how is this different than ""car := new(Car)""?

  car.make = ""Honda""
}

",1,10990287.0
36,10998222,json parsing of int64 in go; null values,"I'm trying to parse a json stream in Go. I've created a simplified example:

 package main
 import (
    ""encoding/json""
    ""fmt""
 )

 var d = []byte(`{ ""world"":[{""data"": 2251799813685312}, {""data"": null}]}`)

 type jsonobj struct{ World []World }
 type World struct{ Data int64 }

 func main() {
    var data jsonobj
    jerr := json.Unmarshal(d, &data)
    fmt.Println(jerr)
 }


this will give me 

go run testmin.go
json: cannot unmarshal null into Go value of type int64


I've found a nullable int64 in the sql package, but json doesn't seem to be able to handle it. 

Is there a nullable int64 type that json can handle? If possible I'd be happy with the json null being translated to, -1 or MinValue. 

Thank you for your input,
Fabian
",1,10998318.0
37,11609583,golang: runtime error: invalid memory address or nil pointer dereference,"I am new to golang and currently following this tutorial and source code here - http://golang.org/doc/articles/wiki/part2.go

After building this file, I am getting 

calvin$ ./mywebwiki2 
2012/07/23 17:12:59 http: panic serving [::1]:58820: runtime error: invalid memory address or nil pointer dereference
/usr/local/go/src/pkg/net/http/server.go:576 (0x3f202)
    _func_003: buf.Write(debug.Stack())
/private/tmp/bindist454984655/go/src/pkg/runtime/proc.c:1443 (0x10c79)
/private/tmp/bindist454984655/go/src/pkg/runtime/runtime.c:128 (0x11745)
/private/tmp/bindist454984655/go/src/pkg/runtime/thread_darwin.c:418 (0x148b5)
/Users/calvin/work/gowiki/mywebwiki2.go:33 (0x2248)
    viewHandler: fmt.Fprintf(w, ""%s%s"", p.Title, p.Body)
/usr/local/go/src/pkg/net/http/server.go:690 (0x331ae)
    HandlerFunc.ServeHTTP: f(w, r)
/usr/local/go/src/pkg/net/http/server.go:926 (0x34030)
    (*ServeMux).ServeHTTP: mux.handler(r).ServeHTTP(w, r)
/usr/local/go/src/pkg/net/http/server.go:656 (0x32fc1)
    (*conn).serve: handler.ServeHTTP(w, w.req)
/private/tmp/bindist454984655/go/src/pkg/runtime/proc.c:271 (0xed7f)
2012/07/23 17:12:59 http: panic serving [::1]:58821: runtime error: invalid memory address or nil pointer dereference


Any idea what I did wrong to be causing this apparent memory corruption?
",2,11611782.0
