,PostId,Body,ParentId
10,36609099,"Note that the recover treatment of a panic Execution error (such as attempting to index an array out of bounds trigger) might change with go 1.7 after issue 14965

See CL 21214 and its test:


  runtime: make execution error panic values implement the Error interface
  
  Make execution panics implement Error as mandated by Run-time panics (specs), instead of panics with strings.


When you recover a panic error, you would be able to do:

if _, ok := recovered.(runtime.Error); !ok {




This is still being evaluated, and as Dave Cheney. mentions:


  I don't know what people are currently doing but from my POV this has been broken for a long time and nobody has complained so they are either explicitly relying on the broken behaviour, or nobody cares. Either way I think it's a good idea to avoid making this change.

",25025467
11,41631702,"I had to catch panics in a test case. I got redirected here.


  func.go


var errUnexpectedClose = errors.New(""Unexpected Close"")
func closeTransaction(a bool) {
    if a == true {
        panic(errUnexpectedClose)
    }
}



  func_test.go


func TestExpectedPanic() {
    got := panicValue(func() { closeTransaction(true) })
    a, ok := got.(error)
    if a != errUnexpectedClose || !ok {
        t.Error(""Expected "", errUnexpectedClose.Error())
    }
}

func panicValue(fn func()) (recovered interface{}) {
    defer func() {
        recovered = recover()
    }()
    fn()
    return
}


Used from https://github.com/golang/go/commit/e4f1d9cf2e948eb0f0bb91d7c253ab61dfff3a59 (ref from VonC)
",25025467
12,43386645,"Have you tried to test it with HTTP testing tools like ab, httperf, jmeter or alike? 
* Try to run them with different number of requests and simultaneous requests. 


First put static file to the webserver and try to fetch it in the same manner. Do you see such problems? If yes, there can problems with network configuration, few buffers, sockets maxfiles and so on. 
If not - try to feed this static file with golang app. If you see problems investigate them in golang settings. 
If no, check your app with db config. If there are problems check DB connections. May be they're not properly closed and got exhausted.

",43385437
13,42121891,"You have to insert your metadata into the client's context before calling the server.

For an unary RPC the client side looks like:

conn, _ := grpc.Dial(address, opts...)
client := NewMyClient(conn) // generated from your proto with the grpc protoc option

header := metadata.New(map[string]string{""authorization"": """", ""space"":  """", ""org"": """", ""limit"": """", ""offset"": """"})
// this is the critical step that includes your headers
ctx := metadata.NewContext(context.Background(), header)

request := // construct a request for your service
response, err := client.MyMethod(ctx, request)


For a stream, it looks almost the same:

conn, _ := grpc.Dial(address, opts...)
client := NewMyClient(conn) // generated from your proto with the grpc protoc option

header := metadata.New(map[string]string{""authorization"": """", ""space"":  """", ""org"": """", ""limit"": """", ""offset"": """"})
// this is the critical step that includes your headers
ctx := metadata.NewContext(context.Background(), header)
stream, err := client.MyMethodStream(ctx)

for {
    request :=  // construct a request for your service
    err := stream.Send(request)
    response := new(Response)
    err = stream.RecvMsg(response)
}




On the server side for an unary RPC:

func (s myServer) MyMethod(context.Context, *Request) (*Response, error) {
    headers, ok := metadata.FromContext(ctx)
    token := headers[""authorization""]
}


and for a streaming RPC:

func (s myServer) MyMethodStream(stream MyMethod_MyServiceStreamServer) error {
    headers, ok := metadata.FromContext(stream.Context())
    token := headers[""authorization""]
    for {
        request := new(Request)
        err := stream.RecvMsg(request)
        // do work
        err := stream.SendMsg(response)
    }
}




Note that for a stream there are only three times that headers can be sent: in the context used to open the initial stream, via grpc.SendHeader, and grpc.SetTrailer. It is not possible to set headers on arbitrary messages in a stream. For an unary RPC header are sent with every message and can be set in the initial context, with grpc.SendHeader and grpc.SetHeader, and grpc.SetTrailer.
",42116642
14,39353435,"Are you sure that the host in question as an eth0 device (and bosun has indexed that metadata)? nil means it couldn't find the entry.

The following works for me:

template test {
    subject = {{ .GetMeta """" ""addresses"" (printf ""host=%s,iface=eth0"" .Group.host) }}
}

",39352921
15,36380170,"In Go you can run all tests of a given project with a single command regardless of where your test files are located. In a terminal, change to your project base directory and run:

$ go test ./...


In my Go projects I usually have a separate Bash script that will do this for me. You can can place it, for instance, in bin/run_tests.sh with the following contents:

#!/bin/bash -e
time go test ./... | grep -v '^?'


Make this file executable and then run it:

$ ./bin/run_tests.sh


I don't have a separate test folder. Judging by most Go projects I see around what developers are going for is having the test file in the same directory where the file being tested is located.
",32396372
16,24966872,"Because once searchAndLog receives something on the channel, it will do its stuff and exit. Therefore after 5 directories, all of your goroutines that were running searchAndLog are now gone. Try this:

// Create 5 threads of searchAndLog()
for i := 0; i < numThreads; i++ {
  go func(i int) {
     for {
        searchAndLog(dir[i], i)
     }
  }(i)
}

",24966675
17,29663370,"H5T_NATIVE_UINT64 is NOT a constant but a #define that ultimately evaluates to (H5Open(), H5T_NATIVE_UINT64_g), which cgo does not understand.

It's easy to check by turning on debug output on gcc's preprocessor:

gcc -E -dM your_test_c_file.c | grep H5T_NATIVE_UINT64


Result:

#define H5T_NATIVE_UINT64 (H5OPEN H5T_NATIVE_UINT64_g)


Now the same for H5OPEN:

gcc -E -dM test_go.c | grep '#define H5OPEN'


gives:

#define H5OPEN H5open(),


Right now, cgo does understand simple integer constant defines like #define VALUE  1234, or anything that the gcc preprocessor will turn into an integer constant. See the function func (p *Package) guessKinds(f *File) in $GOROOT/src/cmd/cgo/gcc.go. 
",28442524
18,43322359,"What happens in your code is very correct and behaves as expected.

You create a context with 5 seconds timeout. You pass it to the request and make that request. Let's say that request returns in 2 seconds. You then do a select and either wait 10 seconds or wait for the context to finish. Context will always finish in the initial 5 seconds from when it was created and will also give that error every time it reaches the end.

The context is independent of the request and it will reach it's deadline unless, cancelled previously. You cancel the request when the function finishes using defer.

In your code the request takes your timeout in consideration. But the ctx.Err() will return deadline exceeded everytime it reaches the timeout. Since that's what happens inside the context. calling ctx.Err() multiple times will return the same error.

ctx, cancel := context.WithTimeout(context.Background(), 5*time.Second)
defer cancel()

go func () {
    select {
    case <-time.After(10 * time.Second):
        fmt.Println(""overslept"")
    case <-ctx.Done():
        fmt.Println(ctx.Err()) // prints ""context deadline exceeded""
    }
}()
req, _ := http.NewRequest(""GET"", authorizationServer, nil)
req.Header = r.Header
req = req.WithContext(ctx)
res, error := client.Do(req)


From the context documentation:

// Err returns a non-nil error value after Done is closed. Err returns
// Canceled if the context was canceled or DeadlineExceeded if the
// context's deadline passed. No other values for Err are defined.
// After Done is closed, successive calls to Err return the same value.


In your code, the timeout will always be reached and not cancelled, that is why you receive DeadlineExceeeded. Your code is correct except the select part which will block until either 10 seconds pass or context timeout is reached. In your case always the context timeout is reached.

You should check the error returned by the client.Do call and not worry about the context error in here. You are the one controlling the context. If the request timeouts, a case you should test of course, then a proper error would be returned for you to verify. 
",43321894
19,42986840,"Usually we do a RECORD that has two columns (id,name)

-country
 |id
 |name


this way in our query we can use country.id to query by integer, or country.name to display the value for quick inspection.

Since nowadays storage is cheap, we can afford storing the literal representation in every column. Since BQ is append-only by design, and we usually read most recent row, that already contains the fresh value if the name meanwhile suffered a change. Using LAST_VALUE function we can always pick the last record that holds the last name.
",42986325
20,33162487,"If you want to iterate over a multiline string literal as shown in the question, then use this code:

for _, line := range strings.Split(strings.TrimSuffix(x, ""\n""), ""\n"") {
    fmt.Println(line)
}


Run the code on the playground

If you want to iterate over data read from a file, use bufio.Scanner. The documentation has an example showing how to iterate over lines:

scanner := bufio.NewScanner(f) // f is the *os.File
for scanner.Scan() {
    fmt.Println(scanner.Text()) // Println will add back the final '\n'
}
if err := scanner.Err(); err != nil {
   // handle error
}

",33162449
21,33162587,"You can use bufio.Scanner in Go which iterates over lines from an io.Reader. The following example creates a reader from the given multiline string and passes it to the scanner factory function. Each invocation of scanner.Scan() splits the reader on the next line and buffers the line. If there is no more lines it returns false. Calling scanner.Text() returns the buffered split. 

var x string = `this is
my multiline
string`

scanner := bufio.NewScanner(strings.NewReader(x))
for scanner.Scan() {
    fmt.Println(scanner.Text())
}


In the example, the for loop will continue until Scan() returns false at the end of the multiline string. In each loop we print the line returned by the scan. 

https://play.golang.org/p/U9_B4TsH6M
",33162449
22,28671574,"Omni completion (which the Go plugin offers) is triggered via , that is Ctrl + X followed by Ctrl-O. The prompt (-- mode ^X (^]^D^E^F^I^K^L^N^O^Ps^U^V^Y)) you've described hints at that.

If that is too cumbersome for you, you can define an insert mode mapping to shorten that; here's a (global) example to be put into your ~/.vimrc:

:inoremap  


If you use GVIM, you can also use the IDE-like  instead of the example  trigger.
",28671272
23,37330422,"Yes it's built in, I can't seem to find the implementation document (it's a relatively new feature in 1.5 or 1.6) however the syntax is:

package name // import ""your-custom-path""


Example: https://github.com/golang/crypto/blob/master/bcrypt/bcrypt.go#L7

// edit

The design document for this feature is https://docs.google.com/document/d/1jVFkZTcYbNLaTxXD9OcGfn7vYv5hWtPx9--lTx1gPMs/edit

// edit

@JimB pointed out to https://golang.org/cmd/go/#hdr-Import_path_checking, and in the go1.4 release notes: https://golang.org/doc/go1.4#canonicalimports
",37330303
24,33831574,"The Go Programming Language Specification

Keywords

The following keywords are reserved and may not be used as identifiers.

break        default      func         interface    select
case         defer        go           map          struct
chan         else         goto         package      switch
const        fallthrough  if           range        type
continue     for          import       return       var


.

func (p *Project) OmitUsername() *struct {
}


struct is a reserved keyword.

Without more information about what you are trying to do, it's hard to know what you want, pehaps something like this?

package main

import (
    ""encoding/json""
)

type Scheme struct{}

type Project struct {
    Id     uint
    Alias  string
    Data   *json.RawMessage
    Scheme Scheme
}

type UserProject struct {
    Username string
    Project
}

func (u *UserProject) GetProject() *Project {
    return &u.Project
}

func main() {}

",33831454
25,33831833,"With ""truly"" anonymous struct return value

If you want to use an anonymous struct return value, that's gonna look really ugly.

Why? Because when you define the return type, you have to describe the anonymous struct. And when you write a return statement, you have to provide the return value which will be a struct literal. A struct literal for an anonymous struct also has to describe the struct!

When you attempt to write this:

func (p *Project) OmitUsername() *struct {
    // return somethig
}


This syntax is not what you think: it doesn't contain the struct definition. Basically in your example the first { is the opening bracket of the anonymous struct definition, and not the opening bracket of the function body. And as such, the subsequent return is interpreted as being inside the anonymous struct definition which is invalid syntax, this is exactly what the error message states too (""syntax error: unexpected return"").

It should look like this:

func (p *Project) OmitUsername() *struct {
    Id     uint
    Alias  string
    Data   *json.RawMessage
    Scheme Scheme
} {
    // And now here comes the return statement
}


And if you also add the return statement which has to repeat the anonymous struct definition:

func (p *Project) OmitUsername() *struct {
    Id     uint
    Alias  string
    Data   *json.RawMessage
    Scheme Scheme
} {
    return &struct {
        Id     uint
        Alias  string
        Data   *json.RawMessage
        Scheme Scheme
    }{p.Id, p.Alias, p.Data, p.Scheme}
}


Yes, it's ugly. You can make it a little simpler by using named return value, and not returning a pointer, because zero value of pointers is nil, and to return something, you'd have to initialize it which would also involve repeating the anonymous struct! If you use a non-pointer, named return value, you will have a value of the anonymous struct right away, and you don't have to repeat the anonymous struct definition again, just assign values to its fields:

func (p *Project) OmitUsername2() (ret struct {
    Id     uint
    Alias  string
    Data   *json.RawMessage
    Scheme Scheme
}) {
    ret.Id = p.Id
    ret.Alias = p.Alias
    ret.Data = p.Data
    ret.Scheme = p.Scheme
    return
}


Using them:

p := Project{""Bob"", 1, ""bobie"", nil, nil}
fmt.Println(p.OmitUsername())
fmt.Println(p.OmitUsername2())


Output (try these on the Go Playground):

&{1 bobie  }
{1 bobie  }


Still ugly...

With another named type, using embedding

...Best would be to provide another named type to return and not an anonymous struct. You may utilize embedding to make this solution practical and short:

type BaseProject struct {
    Id     uint
    Alias  string
    Data   *json.RawMessage
    Scheme Scheme
}

type Project struct {
    BaseProject
    Username string
}

func (p *Project) OmitUsername() BaseProject {
    return p.BaseProject
}


Using it:

p := Project{BaseProject{1, ""bobie"", nil, nil}, ""Bob""}
fmt.Println(p.OmitUsername())


Output (try this on the Go Playground):

{1 bobie  }


Note:

Embedding is not really necessary, but this way the fields of the embedded type (BaseProject) will be promoted and so you can refer to them like p.Id as if they were defined in Project. Defining it as a regular field would also work.
",33831454
26,23954469,"Revel is simply a set of libraries on top of the standard Go libraries, plus some wrappers creating a nice structure for you.

You can debug it like any other go applications using GDB.

More specifically, you can build it first and then debug the corresponding executable (this assumes my GOPATH is ~/workspace):

[user@host ~]$ workspace/bin/revel new app
~
~ revel! http://revel.github.io
~
Your application is ready:
    /home/user/workspace/src/app

You can run it with:
   revel run app
[user@host ~]$ workspace/bin/revel build app app
~
~ revel! http://revel.github.io
~
INFO  2014/05/30 12:21:25 revel.go:320: Loaded module static
TRACE 2014/05/30 12:21:25 build.go:128: Exec: [/usr/bin/git --git-dir=/home/user/workspace/src/app/.git describe --always --dirty]
WARN  2014/05/30 12:21:25 build.go:132: Cannot determine git repository version: exit status 128
TRACE 2014/05/30 12:21:25 build.go:77: Exec: [/home/user/go/bin/go build -ldflags -X app/app.APP_VERSION """" -tags  -o /home/user/workspace/bin/app app/app/tmp]


You then have an self-contained executable app at /home/user/workspace/bin/app, which you can run independently from revel like so (note that cmd line arguments are mandatory, otherwise the program will crash):

[user@host ~]$ workspace/bin/app -importPath app revel -srcPath ""workspace/src"" -runMode dev
INFO  2014/05/30 12:51:40 revel.go:320: Loaded module static
INFO  2014/05/30 12:51:40 revel.go:320: Loaded module testrunner
INFO  2014/05/30 12:51:40 main.go:26: Running revel server
Listening on :9000...


You can then debug this executable using GDB as you would do any other program:

[user@host ~]$ gdb -silent --args workspace/bin/app -importPath app revel -srcPath ""workspace/src"" -runMode dev
Reading symbols from workspace/bin/app...done.
Loading Go Runtime support.


Then using the GDB commands to start the program and set breakpoints:

(gdb) start
Temporary breakpoint 1 at 0x400c00: file /home/user/workspace/src/app/app/tmp/main.go, line 23.
Starting program: /home/user/workspace/bin/app -importPath app revel -srcPath workspace/src -runMode dev
warning: Could not load shared library symbols for linux-vdso.so.1.
Do you need ""set solib-search-path"" or ""set sysroot""?
[Thread debugging using libthread_db enabled]
Using host libthread_db library ""/usr/lib/libthread_db.so.1"".
[New Thread 0x7fffe7804700 (LWP 5742)]

Temporary breakpoint 1, main.main () at /home/user/workspace/src/app/app/tmp/main.go:23
23      func main() {
(gdb) b workspace/src/app/app/controllers/app.go:9
Breakpoint 2 at 0x465610: file /home/user/workspace/src/app/app/controllers/app.go, line 9.
(gdb) cont
Continuing.
INFO  2014/05/30 13:12:31 revel.go:320: Loaded module static
INFO  2014/05/30 13:12:31 main.go:26: Running revel server
TRACE 2014/05/30 13:12:31 controller.go:375: Registered controller: App
TRACE 2014/05/30 13:12:31 controller.go:375: Registered controller: Static
TRACE 2014/05/30 13:12:31 watcher.go:94: Watching: /home/user/workspace/src/app/app/views
TRACE 2014/05/30 13:12:31 watcher.go:94: Watching: /home/user/workspace/src/app/app/views/App
TRACE 2014/05/30 13:12:31 watcher.go:94: Watching: /home/user/workspace/src/app/app/views/errors
TRACE 2014/05/30 13:12:31 watcher.go:94: Watching: /home/user/workspace/src/github.com/revel/revel/templates
TRACE 2014/05/30 13:12:31 watcher.go:94: Watching: /home/user/workspace/src/github.com/revel/revel/templates/errors
TRACE 2014/05/30 13:12:31 i18n.go:119: Successfully loaded messages from file sample.en
TRACE 2014/05/30 13:12:31 watcher.go:72: Watching: /home/user/workspace/src/app/conf/routes
[New Thread 0x7fffe6ea3700 (LWP 5743)]
[New Thread 0x7fffe66a2700 (LWP 5744)]
[New Thread 0x7fffe5ea1700 (LWP 5745)]
[New Thread 0x7fffe56a0700 (LWP 5746)]
Listening on :9000...


At this point, your program is running, but your controllers are not (yet) called: the code will only be executed when a query comes in, so go to your browser and access: ""localhost:9000"" (or whatever port you configured in app.conf) to trigger the response:

TRACE 2014/05/30 13:12:36 template.go:174: Refreshing templates from [/home/user/workspace/src/app/app/views /home/user/workspace/src/github.com/revel/revel/templates]
INFO  2014/05/30 13:12:36 router.go:293: Skipping routes for inactive module testrunner
TRACE 2014/05/30 13:12:36 i18n.go:183: Unable to read locale cookie with name 'REVEL_LANG': http: named cookie not present
TRACE 2014/05/30 13:12:36 i18n.go:149: Found Accept-Language header value: en-GB
[Switching to Thread 0x7fffe56a0700 (LWP 5746)]

Breakpoint 2, app/app/controllers.App.Index (c=..., ~anon0=...) at /home/user/workspace/src/app/app/controllers/app.go:9
9       func (c App) Index() revel.Result {
(gdb) 


And you are now at your breakpoint in your controller.

And then proceed using GDB. (There are plenty of interface to GDB, from command line (like CGDB) to graphical ones, or ones included in IDEs (like in GoClipse), but it all boils down to the same process eventually.

Good luck with your code !
",23952886
27,31685550,"Characters that have special meaning in the shell need to be quoted or escaped. You can find complete list in the shell's man pages (under ""Quoting"" in man 1 bash). 

In this case, you can either quote or escape the baskslash

-string=hello\\Bob
// or
-string='hello\Bob'

",31684942
28,40280192,"You can set the destinationTable property and even place in a separate dataset where you set a default expiration time eg 1 hour, 2days or whatever for the entire dataset. This way whatever table you create under that dataset automatically expires.

This way you control the name of the name of the table you created, and this way it will automatically expire and you don't need to build a script to delete it and won't incure costs.
",40279985
29,19472694,"As you're dealing with interface{} values you either need type assertions or reflection.

If you know which types you will deal with, type assertions are probably the way to go
(Code on play):

func GetItem(key Key) interface{} {
    return &Item{key, ""Value from GetFromMemory""}
}

func Get(key Key, item interface{}) {
    switch v := item.(type) {
        case **Item:
            *v = GetItem(key).(*Item)
    }
}

// Usage:
var item *Item
Get(""Key1"", &item)


The code in Get is laid out so that you can easily add more conditions for several more 
types. The type switch checks the underlying type of item. In this case it is a
pointer to a pointer to an Item (it was *Item in main, then we gave Get the address of &item, making it a **Item).

In the section that matches when the type matches, we can then call GetItem, assert that the resulted object is of type *Item and copy it to *v.

Note that I changed the item variable to *Item as you're producing a pointer value in GetItem, so it makes more sense to get the pointer instead of a copy of an Item object.

Also note that you need to check the result of type assertions like the one used to 
retrieve the value from GetItem. If you don't and the type does not match, say, *Item,
your code will blow up with a runtime panic.

Checked type assertions:

v, ok := someInterfaceValue.(SomeType)
// ok will be true if the assertion succeeded


For the sake of completeness, you can solve your problem with reflection as well.
Define Get as follows (Example on play):

func Get(key Key, item interface{}) {
    itemp := reflect.ValueOf(item).Elem()
    itemp.Set(reflect.ValueOf(GetItem(key)))
}


What happens is that at first the reflected value of item (type **Item) is dereferenced,
assuming that it is a pointer value, giving us a reflected value with type *Item. Said
value is then set with the reflected value of GetItem by using the Set method.

Of course you will need to check whether the kind of item is actually a pointer. 
Not doing this and passing a non-pointer value to Get will result in panics.
",19472506
30,26929991,"A good article to refer to is ""Middlewares in Go: Best practices and examples""


  The first code smell we encounter when writing a web application in Go is code duplication.
  Before processing the request, we will often need to log the request, convert app errors into HTTP 500 errors, authenticate users, etc. And we need to do most of these things for each handler.
  
  We could create a function with a closure. But if we have multiple functions like that, it will become as bad as callback spaghetti in Javascript. We don't want that.
  
  So we can write a handler and pass another handler to it.


loggingHandler(recoverHandler(indexHandler))



  So a middleware would be something like func (http.Handler) http.Handler
  This way we pass a handler and returns a handler. At the end we have one handler and can be called with http.Handle(pattern, handler)




Alice


  Alice is a small package to chain handlers more elegantly. Furthermore, we can create a common list of handlers and reuse them for each route like this:


func main() {
  commonHandlers := alice.New(loggingHandler, recoverHandler)
  http.Handle(""/about"", commonHandlers.ThenFunc(aboutHandler))
  http.Handle(""/"", alice.New(commonHandlers, bodyParserHandler).ThenFunc(indexHandler))
  http.ListenAndServe("":8080"", nil)
}



  Problem solved. We now have a middleware system that is idiomatic and use standard interfaces. Alice is 50 lines of code, so it is a very small dependency.

",26926488
31,31194663,"Let's break down the example:

The variable a is set before the function setup() returns because reads and writes within a single goroutine must behave as if they executed in the order specified by the program [1].

The single call to setup() from once.Do() happens before any call of once.Do() returns [2].

Therefore, the variable a is set before any call to once.Do() returns. No further synchronization is required to establish this before relationship.

The question asks about struct fields, not a single variable as in the example. As far as the memory model is concerned, struct fields are variables. All of the logic that applies to  the variable in the example applies to fields in a struct.
",31193406
32,35689967,"Well the error is pretty self explanatory:


  cannot use (*term, variable name) (type elastic.AggregationBucketKeyItem 


Whatever your *term value

Generated by: for _, term := range terms.Buckets {

is not the right type for the function

extractBucket(parts []string, aggs elastic.Aggregations)


Takes a type of elastic.Aggregations
",35689930
33,35690322,"It is a common misunderstanding that embedding a type makes you ""inherit"" that type. Even though AggregationBucketSignificantTerms embeds an Aggregations, it is not one to the compiler. It merely has a field of type Aggregations, and it provides methods from that type at it's top level. It feels a bit like inheritance, but is probably not what you are used to with things like Java subclasses.

To solve it you can try ""Value"": extractBucket(parts[1:], *term.Aggregations),, but I am not clear if that will solve your problem or not.
",35689930
34,19115627,"You seem to have selected the GOPATH, but the tool wants the GOROOT! Look at this test that you fail:

https://github.com/mtoader/google-go-lang-idea-plugin/blob/master/src/ro/redeul/google/go/sdk/GoSdkUtil.java#L84

I can only see linux_amd64 barely under your popup which indicates a GOPATH to me.

In general, the trend nowadays is to install packages/tools (especially when they're so young like GO) as non-root users and in your home directory and adjust $PATH and $GOPATH in your environment instead of installing it globally. This will make it much easier to upgrade and change versions. I'd recommend to place go in ~/usr/local/go and your GOPATH into ~/gopath. Then point IntelliJ to ~/usr/local/go
",19108421
35,20533130,"It turns out that google-go-lang-idea-plugin requires a slightly different folder structure than the default apt install produces. To fix it:

# mkdir /usr/lib/go/bin
# ln -s /usr/bin/go    /usr/lib/go/bin/go
# ln -s /usr/bin/godoc /usr/lib/go/bin/godoc
# ln -s /usr/bin/gofmt /usr/lib/go/bin/gofmt

",19108421
