,PostId,Body,ParentId
25,4437778,"What about support. You are relying on a single compiler, provided by Google. What if Go folds or goes commercial?

With Cython you could always go back to Python (or port the C code) if the Cython project folded.

UPDATE: I must say that I am now upset with Cython. The lack of thread support is a major blow. Cython is thread-safe BUT at a serious cost. The global interpreter lock is held the whole time a function executes. Thereby disabling concurrent execution over an entire codebase!

Cython's C-like features are poorly documented and confusing to novices. I admit.

Cython's purpose is to support the Sage mathematics software; Go's is to support Google's ambitious plans for cutting-edge expensive $$ hardware.

In short, I no longer like either one of these languages. Going back to C++ (again). My favorite is Cython.
",1743526
26,4962889,"Note that your questions are technically non-sensical because message passing can use shared state so I shall assume that you mean message passing with deep copying to avoid shared state (as Erlang currently does).


  Will using shared state be faster and use less memory than message passing, as locks will mostly be unnecessary because the data is read-only, and only needs to exist in a single location?


Using shared state will be a lot faster.


  How would this problem be approached in a message passing context? Would there be a single process with access to the data structure and clients would simply need to sequentially request data from it? Or, if possible, would the data be chunked to create several processes that hold chunks?


Either approach can be used.


  Given the architecture of modern CPUs & memory, is there much difference between the two solutions -- i.e., can shared memory be read in parallel by multiple cores -- meaning there is no hardware bottleneck that would otherwise make both implementations roughly perform the same?


Copying is cache unfriendly and, therefore, destroys scalability on multicores because it worsens contention for the shared resource that is main memory.

Ultimately, Erlang-style message passing is designed for concurrent programming whereas your questions about throughput performance are really aimed at parallel programming. These are two quite different subjects and the overlap between them is tiny in practice. Specifically, latency is typically just as important as throughput in the context of concurrent programming and Erlang-style message passing is a great way to achieve desirable latency profiles (i.e. consistently low latencies). The problem with shared memory then is not so much synchronization among readers and writers but low-latency memory management.
",1798455
27,5372575,"Here's my analysis.

(**myint)(&k) -- cannot convert &k (type **int) to type **myint:

type **int and type **myint are unnamed pointer types and their pointer base types, type *int and type *myint, don't have identical underlying types.

If T (*int or *myint) is a pointer type literal, the corresponding underlying type is T itself.

(*myint)(k) -- can convert k (type *int) to type *myint:

type *int and type *myint are unnamed pointer types and their pointer base types, type int and type myint (type myint int), have identical underlying types.

If T (int) is a predeclared type, the corresponding underlying type is T itself. If T (myint) is neither a predeclared type or nor a type literal, T's underlying type is the underlying type of the type to which T refers in its type declaration (type myint int). 

(myint)(*k) -- can convert *k (type int) to type myint:

type int and type myint have identical underlying types. 

If T (int) is a predeclared type, the corresponding underlying type is T itself. If T (myint) is neither a predeclared type or nor a type literal, T's underlying type is the underlying type of the type to which T refers in its type declaration (type myint int). 

Here's the underlying type example from the Types section revised to use integers and int pointers.

type T1 int
type T2 T1
type T3 *T1
type T4 T3


The underlying type of int, T1, and T2 is int. The underlying type of *T1, T3, and T4 is *T1. 

References:

The Go Programming Language Specification

Conversions

Types

Properties of types and values

Type declarations

Predeclared identifiers

Pointer Type
",5367961
28,5372998,"Here are two functionally equivalent working versions of your program.

package main

type mypint *int

func set(a *mypint) {
    i := int(5)
    *a = &i
}

func main() {
    var k *int
    set((*mypint)(&k))
    print(*k)
}


http://play.golang.org/p/l_b9LBElie

package main

type myint int

func set(a *myint) *myint {
    i := myint(5)
    a = &i
    return a
}

func main() {
    var k *int
    k = (*int)(set((*myint)(k)))
    print(*k)
}


http://play.golang.org/p/hyaPFUNlp8
",5367961
29,5445231,"import web ""github.com/hoisie/web.go""

",2893772
30,6051028,"I know Caspar has already posted the link contained, but here is the list of community contributed packages:

http://godashboard.appspot.com/package

For completeness here are the official packages:

http://golang.org/pkg/

Also, since it is a VERY new language I don't feel too bad in saying, if it needs doing, I'm sure they would be happy for your contributions. (I try not to say ""submit a patch"" when we are talk about old languages/modules, however a new language is an exception)
",6000524
31,6051270,"Initialize the type as you would initialize the underlying type. In your example, the underlying type is an int. For example,

package main

import (
    ""fmt""
)

type Num int

func main() {
    var m Num = 7
    n := Num(42)
    fmt.Println(m, n)
}

Output: 7 42


The built-in function make takes a type T, which must be a slice, map or channel type.
",6051088
32,6119041,"I'm dumb, the file linked is 32 bit and I was using ""6g"" to compile because my system is 64 bit.  ""8g"" works to compile.
""8g myfile.go""
""8l myfile.8""
""myfile.out""
Works to get it running.
",6118919
33,6126684,"I haven't tried this, but maybe it's worth trying:

type Vote struct {
    User string
    Score int
}    

type Comment struct {
    Author  string
    Content string
    Date    datastore.Time
    Votes*  []Vote
}

",6125345
34,6192309,"The only types that are allowed for fields in the current version of the Go AppEngine SDK are as follows:


signed integers (int, int8, int16, int32 and int64),
bool,
string,
float32 and float64,
any type whose underlying type is one of the above predeclared types,
*Key,
appengine.BlobKey,
[]byte (up to 1 megabyte in length),
slices of any of the above (up to 100 elements in length).


Given that, there appear to be two ways to do this.  One is to maintain a slice of keys to point to the Votes of a given Comment.  However this is likely to run up against the 100 element limit for any reasonably popular comment.

The other approach is to store a ""pointer"" to the comment in each vote struct like this:

type Vote struct {
    User string
    Score int
    CommentKey *datastore.Key
}    

type Comment struct {
    Author  string
    Content string
    Date    datastore.Time
}


Then when you go to query it you need to do it in two steps. First you get the Comment you're interested in (in this case just the first one that happens to be returned).  Second, you query for all the votes that ""point"" to that comment:

q := datastore.NewQuery(""Comment"").Limit(1)
comments := make([]Comment, 0, 1)
var err os.Error
var keys []*datastore.Key
if keys, err = q.GetAll(c, &comments); err != nil {
    // handle the error
}

comment := comments[0]
vq := datastore.NewQuery(""Vote"").Filter(""CommentKey="", keys[0])

votes := make([]Vote, 0, 10)
if _, err := vq.GetAll(c, &votes); err != nil {
    // handle the error
}

",6125345
35,6241975,"It appears in the assembly generation routines in the 6g compiler:

case 256 + R_X86_64_64:
        if(targ->dynimpname != nil && !targ->dynexport)
                diag(""unexpected R_X86_64_64 relocation for dynamic symbol %s"",
                     targ->name);
        r->type = D_ADDR;
        return;


The R_X86_64_64 is a type of a symbol in the library. For more information about relocation in the amd64 architecture consult page ~70 here.

Is it possible that you mix 386 compiled library with amd64 code?

The compiler should report the exact symbol which caused the problem. Can you try linking with a minimal library containing other symbols, and try to locate a minimal example where it fails?

Did you manage to use cgo with any library at all?
",6163096
36,6385066,"The Go reflect package was substantially revised for the weekly.2011-04-13 and subsequent releases. For details, see revision 843855f3c026.
",6384824
37,6545842,"I agree with Elazar that it seems plausible that mixing of 32-bit and 64-bit code is involved.

Have you tried gccgo?
",6163096
38,7311456,"The easiest solution seems to save the image to disk, and execute convert from Image Magic to transform it. You can use a ram disk if you want extra performance.
",7309355
39,7314110,"The Moustachio example application for GAE by Andrew Gerrand contains a resize.go file with a native Go implementation. There was also a similar question on the go-nuts mailing list some days ago and Nigel has posted an updated version of this file there. You might want to try it :)
",7309355
40,7552319,"To fix this I ended up including the source for the package in the directory tree for my app, as mentioned in this thread on the google-appengine-go group http://groups.google.com/group/google-appengine-go/browse_thread/thread/1fe745debc678afb

Here is the important part of the thread:


  You may include as many packages as necessary.  Packages are imported
  by path relative to the base directory (the one that has your app.yaml
  file), so if you have the following:
  
  helloworld/app.yaml
  helloworld/hello/hello.go // package hello
  helloworld/world/world.go // package world   
  
  you can import ""world"" in hello and import ""hello"" in world.
  
  If you are including a third-party library, it might look something like this:  
  
  helloworld/app.yaml
  helloworld/hello/hello.go // package hello
  helloworld/world/world.go // package world
  helloworld/goprotobuf.googlecode.com/proto/*.go // package proto
  
  Then you can, as normal, import ""goprotobuf.googlecode.com/proto"".

",7535803
41,7613998,"The short answer is that Go and the GAE SDK do not integrate in the way that (I think) you are looking for.  The GAE SDK includes its own version of the Go toolchain that differs in some important ways to the standard tools.  Those differences are deep enough that it is unlikely you will derive much utility from trying to unify the two.  Here are the big differences:


GAE does not support some packages from the standard lib e.g. ""unsafe""
GAE does not support CGO
GAE often lags the main distribution by one or more major versions
You cannot use any binary libraries (go or otherwise) in a GAE project (you need source for everything)
goinstall is not intended for use with GAE projects


Because of this I treat my GAE and non-GAE tools as completely separate.  If you're only doing GAE development, you could do without the standard tools altogether.
",7599476
42,7847142,"In the new template package the template tag syntax changed, as you can see in the documentation. E.g. dot (.) is used instead of @ for referencing the ""current"" item and the template tags are indicated with two curly braces instead of one.

Edit: Oh, and there's no .section tag any more. You didn't provide the structure you pass to template's Execute() method so I can't provide details on how mitigate that exactly, but I guess you can use {{with}} tag like {{with One}}{.}{{end}} or maybe {{.One}}.
",7846846
43,8025349,"We don't use such low level API, we use net.Dial.  ex.

func main() {
        var (
                host          = ""127.0.0.1""
                port          = ""9998""
                remote        = host + "":"" + port
                msg    string = ""test""
        )

        con, error := net.Dial(""tcp4"", remote)
        if error != nil {
                fmt.Printf(""Host not found: %s\n"", error)
                os.Exit(1)
        } else {
                defer con.Close()
        }

        in, error := con.Write([]byte(msg))
        if error != nil {
                fmt.Printf(""Error sending data: %s, in: %d\n"", error, in)
                os.Exit(2)
        }

        fmt.Println(""Connection OK"")

}


Or, you could trace the code $GOROOT/src/pkg/net/dial.go
",7987154
44,8038951,"The cost of instances is only part of the cost of your app.  I only use the Java runtime right now, so I don't know how much more or less efficient things would be with Python or Go, but I don't imagine it will be orders of magnitude different.  I do know that instances are not the only cost you need to consider.  Depending on what your app does, you may find API or storage costs are more significant than any minor differences between runtimes.  All of the API costs will be the same with whatever runtime you use.

Language ""might"" affect these costs:


On-demand Frontend Instances
Reserved Frontend Instances
Backed Instances


Language Independent Costs:


High Replication Datastore (per gig stored)
Outgoing Bandwidth (per gig)
Datastore API (per ops)
Blobstore API storge (per gig)
Email API (per email)
XMPP API (per stanza)
Channel API (per channel)

",8037783
45,8039987,"It's probably more about how you allocate the resources than your language choice. I read that GAE was built the be language-agnostic so there is probably no builtin advantage for any language, but you can get an advantage from choosing the language you are comfortable and motivated with. I use python and what made my deployment much more cost-effective was the upgrade to python 2.7 and you can only make that upgrade if you use the correct subset of 2.6, which is good. So if you choose a language you're comfortable with, it's likely that you will gain an advantage from your ability using the language rather than the combo language + environment itself. 

In short, I'd recommend python but that's the only app engine language I tried and that's my choice even though I know Java rather well the code for a project will be much more compact using my favorite language python. 

My apps are small to medium sized and they cost like nothing:


",8037783
46,8044755,"I haven't used Go, but I would strongly suspect it would load and execute instances much faster, and use less memory purely because it is compiled. Anecdotally from the group, I believe that Python is more responsive than Java, at least in instance startup time. 

Instance load/startup times are important because when your instance is hit by more requests than it can handle, it spins up another instance. This makes that request take much longer, possibly giving the impression that the site is generally slow. Both Java and Python have to startup their virtual machine/interpreter, so I would expect Go to be an order of magnitude faster here.

There is one other issue - now Python2.7 is available, Go is the only option that is single-threaded (ironically, given that Go is designed as a modern multi-process language). So although Go requests should be handled faster, an instance can only handle requests serially. I'd be very surprised if this limitation last long, though.
",8037783
47,8341643,"Found this, although I'm not sure if it's what you want. Additionally it seems to lack an encoder + it may be outdated wrt current Go release/weekly versions.
",8340751
48,8868451,"hg -u (lower case) is definitely correct, check your version of mercurial.

$ hg help clone
...
options:

 -U --noupdate           the clone will include an empty working copy (only a repository)
 -u --updaterev REV      revision, tag or branch to check out
...
$ 

",8868077
49,9393711,"After sometime in exp/ssh, the official ssh package now resides in the crypto/ssh subrepo: http://code.google.com/p/go/source/browse?repo=crypto#hg%2Fssh
",6000524
50,9706515,"This seems to work with the latest weekly

package main

import (
        ""fmt""
        ""log""
        ""regexp""
        ""strings""
)

func main() {
        includeRegex, err := regexp.Compile(`^\s*include\(""(\\\""|[^""])+""\);`)
        if err != nil {
                log.Fatal(err)
        }

        for _, line := range strings.Split(`
foo
include ""abc.def""
include(""file.js"");
            include ""me\""to\""""
            include(""please\""!\"""");
        nothing here          
`, ""\n"") {
                if includeRegex.Match([]byte(line)) {
                        includeFile := includeRegex.FindString(line)
                        fmt.Println(""INCLUDE"", includeFile)
                } else {
                        fmt.Printf(""no match for \""%s\""\n"", line)
                }
        }
}


Output:

$ go build && ./tmp 
no match for """"
no match for ""foo""
no match for ""include ""abc.def""""
INCLUDE include(""file.js"");
no match for ""        include ""me\""to\""""""
INCLUDE       include(""please\""!\"""");
no match for ""  nothing here      ""
no match for """"
$ 

",9704895
51,9706827,"Try putting the following line at the start of your program:

println(runtime.Version())


It should print weekly.2012-03-13 or something close to that date.
",9704895
52,9748995,"I think you should use

v := p.Elem()   // Get the value that 'p' points to


instead of

v := reflect.ValueOf(p)

",9748196
53,9754958,"Working example with lots of assumptions and a trivial data format:

package main

import (
    ""fmt""
    ""reflect""
    ""strconv""
)

// example marshalled format.  lets say that marshalled data will have
// four bytes of a formatted floating point number followed by two more
// printable bytes.
type m42 []byte

// example struct we'd like to unmarshal into.
type packet struct {
    S string // exported fields required for reflection
    F float64
}

// example usage
func main() {
    var p packet
    if err := Unmarshal(m42(""3.14Pi""), &p); err == nil {
        fmt.Println(p)
    } else {
        fmt.Println(err)
    }
}

func Unmarshal(data m42, structPtr interface{}) error {
    vp := reflect.ValueOf(structPtr)
    ve := vp.Elem() // settable struct Value
    vt := ve.Type() // type info for struct
    nStructFields := ve.NumField()
    for i := 0; i < nStructFields; i++ {
        fv := ve.Field(i) // settable field Value
        sf := vt.Field(i) // StructField type information
        // struct field name indicates which m42 field to unmarshal.
        switch sf.Name {
        case ""S"":
            fv.SetString(string(data[4:6]))
        case ""F"":
            s := string(data[0:4])
            if n, err := strconv.ParseFloat(s, 64); err == nil {
                fv.SetFloat(n)
            } else {
                return err
            }
        }
    }
    return nil
}


Appropriate alternative solutions would depend heavily on the real data you need to support.
",9748196
54,9764087,"I'm going to bet that the reason f.Addr() has the problem because it actually isn't addressable.

the reflect package Type object has a method that will tell you if the type is addressable called CanAddr(). Assuming the field is addressable if it's not a string is not always true. If the struct is not passed in as a pointer to a struct then it's fields won't be addressable. For more details about what is and isn't addressable see: http://weekly.golang.org/pkg/reflect/#Value.CanAddr which outlines the correct rules.

Essentially for your code to work I think you need to ensure you always call it with a pointer to a struct.
",9748196
55,9863218,"I would do it like this:

package main

import (
""fmt""
    ""io/ioutil""
    ""strconv""
    ""strings""
)

// It would be better for such a function to return error, instead of handling
// it on their own.
func readFile(fname string) (nums []int, err error) {
    b, err := ioutil.ReadFile(fname)
    if err != nil { return nil, err }

    lines := strings.Split(string(b), ""\n"")
    // Assign cap to avoid resize on every append.
    nums = make([]int, 0, len(lines))

    for i, l := range lines {
        // Empty line occurs at the end of the file when we use Split.
        if len(l) == 0 { continue }
        // Atoi better suits the job when we know exactly what we're dealing
        // with. Scanf is the more general option.
        n, err := strconv.Atoi(l)
        if err != nil { return nil, err }
        nums = append(nums, n)
    }

    return nums, nil
}

func main() {
    nums, err := readFile(""numbers.txt"")
    if err != nil { panic(err) }
    fmt.Println(len(nums))
}

",9862443
56,9863449,"Your solution with fmt.Fscanf is fine.  There are certainly a number of other ways to do though, depending on your situation.  Mostafa's technique is one I use a lot (although I might allocate the result all at once with make.  oops! scratch that.  He did.) but for ultimate control you should learn bufio.ReadLine.  See go readline -> string for some example code.
",9862443
57,10022387,"I'm not really sure I understand what it is you want to do since your recursion code looks a little strange. However if I understand the structure of your TMyTreeNode then this is what I would do for a non recursive version.

// root is our root node
q := []*TMyTreeNode{root}
processed := make(map[*TMyTreeNode]bool
for {
  l := len(q)
  if l < 1 {
    break // our queue is empty
  }
  curr := q[l - 1]
  if !processed[curr] && len(curr.childNodes) > 0 {
    // do something with curr
    processed[curr] = true
    q = append(q, curr.childNodes...)
    continue // continue on down the tree.
  } else {
    // do something with curr
    processed[curr] = true
    q := q[:l-2] // pop current off the queue
  }
}


NOTE: This will go arbitrarily deep into the structure. If that's not what you want it will need some modifications.
",10022110
58,10045630,"Look here: https://github.com/nsf/gocode and there at 'Emacs setup'.
",10045481
59,10137141,"Use Nginx as the front-end and make sure that you are using the 64bit version of Go. The 32bit version has severe stability problems which are a show stopper for any long-running processes.
",10136478
60,10137199,"Why not using the Build in Webserver and set up a Reverse Proxy like Varnish, or let Nginx act as Proxy?

http://wiki.nginx.org/ReverseProxyCachingExample
",10136478
61,10138446,"There are no stability problem.

I have a few webservers 100% in go that run for months, serving about a million queries per month without any problem (mostly json, through GET, POST, and websockets).

They're on 64 bits ubuntu servers but I guess you would have difficulties producing the so much gossiped about 32 bits bug, especially with a web server.

Don't use a front-end if you have no specific reason : It's easy to make a complete web application just using Go. 

You will be far from alone. In my opinion Go is especially well suited to build long running servers. Goroutines and channels makes it really easy to handle both user requests and long term tasks (or, for example, do the postreatment of user queries after you answered the http query, which isn't so easy in php and is too many LOC in java if you want to do it properly).
",10136478
62,10152855,"This seems to work:

package main

import (
        ""fmt""
        ""io""
        ""log""
        ""net/http""
)

func main() {
        request, err := http.NewRequest(""GET"", ""http://www.example.com/"", nil)
        if err != nil {
                log.Fatal(err)
        }

        http_client := &http.Client{}
        response, err := http_client.Do(request)
        if err != nil {
                log.Fatal(err)
        }

        buf := make([]byte, 4096) // any non zero value will do, try '1'.
        for {
                n, err := response.Body.Read(buf)
                if n == 0 && err != nil { // simplified
                        break
                }

                fmt.Printf(""%s"", buf[:n]) // no need to convert to string here
        }
        fmt.Println()
}


Edit: Added forgotten error handling of NewRequest.
",10152478
63,10187062,"You don't need to create a new template with New and then use ParseFiles on it. There is also a function ParseFiles which takes care of creating a new template behind the scenes.Here is an example:

package main

import (
    ""fmt""
    ""html/template""
    ""os""
)

func main() {
    t, err := template.ParseFiles(""test.html"")
    if err != nil {
            fmt.Println(err);
    }
    t.Execute(os.Stdout, nil)
}

",10185942
