,text,token
72,"    body, err := json.Marshal(d)","['body', ',', 'err', ':=', 'json.Marshal(d)']"
73,    if err != nil {,"['if', 'err', '!=', 'nil', '{']"
74,        panic(err),['panic(err)']
75,    },['}']
76,    st := string(body),"['st', ':=', 'string(body)']"
77,    fmt.Println(st),['fmt.Println(st)']
78,"    fmt.Println(""ID is "", d.ID())","['fmt.Println(""ID is "", d.ID())']"
79,},['}']
80,"

output:

","['output', ':']"
81,"{""Id"":0,""Name"":""""}","['{', '""Id""', ':', '0', ',', '""Name""', ':', '""""', '}']"
82,ID is  0,"['ID', 'is', '0']"
83,"{""Id"":0,""Name"":"""",""Level"":0}","['{', '""Id""', ':', '0', ',', '""Name""', ':', '""""', ',', '""Level""', ':', '0', '}']"
84,ID is  0,"['ID', 'is', '0']"
85,"



Now You may use this one function for all types:

","['Now', 'You', 'may', 'use', 'this', 'one', 'function', 'for', 'all', 'types', ':']"
86,func Save(i Model) {,"['func', 'Save(i Model)', '{']"
87,"    data, err := json.Marshal(i)","['data', ',', 'err', ':=', 'json.Marshal(i)']"
88,    check(err),['check(err)']
89,    id := i.ID(),"['id', ':=', 'i.ID()']"
90,    if id == 0 {,"['if', 'id', '==', '0', '{']"
91,"        _, err = app.DB.Exec(`INSERT INTO users(data) VALUES ($1) `, string(data))","['_', ',', 'err', '=', 'app', '.', 'DB.Exec(`INSERT INTO users(data) VALUES ($1) `, string(data))']"
92,    } else {,"['}', 'else', '{']"
93,"        _, err = app.DB.Exec(`UPDATE users SET data = $1 WHERE id=$2`, string(data), id)","['_', ',', 'err', '=', 'app', '.', 'DB.Exec(`UPDATE users SET data = $1 WHERE id=$2`, string(data), id)']"
94,    },['}']
95,    check(err),['check(err)']
96,},['}']
97,"

And call it like this:

","['And', 'call', 'it', 'like', 'this', ':']"
98,u := User{},"['u', ':=', 'User', '{}']"
99,a := Admin{},"['a', ':=', 'Admin', '{}']"
100,Save(u),['Save(u)']
101,Save(a),['Save(a)']
102,"



Effective Go:


  Getters
  
  Go doesn't provide automatic support for getters and setters. There's
  nothing wrong with providing getters and setters yourself, and it's
  often appropriate to do so, but it's neither idiomatic nor necessary
  to put Get into the getter's name. If you have a field called owner
  (lower case, unexported), the getter method should be called Owner
  (upper case, exported), not GetOwner. The use of upper-case names for
  export provides the hook to discriminate the field from the method. A
  setter function, if needed, will likely be called SetOwner. Both names
  read well in practice:

","['Effective', 'Go', ':', 'Getters', 'Go', 'does', ""n't"", 'provide', 'automatic', 'support', 'for', 'getters', 'and', 'setters', 'There', ""'s"", ""There's"", 'nothing', 'wrong', 'with', 'providing', 'getters', 'and', 'setters', 'yourself', 'it', ""'s"", 'and', ""it's"", 'often', 'appropriate', 'to', 'do', 'it', ""'s"", ',', 'but', ""it's"", 'neither', 'idiomatic', 'nor', 'necessary', 'to', 'getter', ""'s"", 'Get', 'into', 'the', ""getter's"", 'name', '.', 'If', 'you', 'have', 'a', 'field', 'called', 'owner', '(', 'lower', 'case', ',', 'unexported', ')', ',', 'the', 'getter', 'method', 'should', 'be', 'called', 'Owner', '(', 'upper', 'case', ',', 'exported', ')', ',', 'not', 'GetOwner', '.', 'The', 'use', 'of', 'upper-case', 'names', 'for', 'export', 'provides', 'the', 'hook', 'to', 'discriminate', 'the', 'field', 'from', 'the', 'method', '.', 'A', 'setter', 'function', ',', 'if', 'needed', ',', 'will', 'likely', 'be', 'called', 'SetOwner', '.', 'Both', 'names', 'read', 'well', 'in', 'practice', ':']"
103,owner := obj.Owner(),"['owner', ':=', 'obj.Owner()']"
104,if owner != user {,"['if', 'owner', '!=', 'user', '{']"
105,    obj.SetOwner(user),['obj.SetOwner(user)']
106,},['}']
